,"a,a","a,d","a,h","a,l","a,r","a,v","d,a","d,d","d,h","d,l","d,r","d,v","h,a","h,d","h,h","h,l","h,r","h,v","l,a","l,d","l,h","l,l","l,r","l,v","r,a","r,d","r,h","r,l","r,r","r,v","v,a","v,d","v,h","v,l","v,r","v,v"
"h,r",831348241.0,-822596316.0,-7657453.5,7090021.0,-3593098.0,21023855.0,-810364779.5,848330822.5,33413118.5,-21368161.5,72690988.5,150033.0,15815017.0,12581613.5,880963.0,22066392.0,7399704.5,25769129.5,19202300.5,31760832.0,-31389596.5,822071200.5,-805394455.5,41057107.5,3123764.0,-11985328.5,56075795.5,-832798560.0,863793839.0,-19119590.0,31828154.5,-9517478.0,26746267.5,-27844586.0,53373278.0,-832875.5
"h,v",2895131891.0,-2864653716.0,-26666728.5,24690671.0,-12512798.0,73214605.0,-2822057954.5,2954272947.5,116359643.5,-74413636.5,253143013.5,522483.0,55075067.0,43814888.5,3067913.0,76845192.0,25769129.5,89739804.5,66871125.5,110605632.0,-109312821.5,2862825025.5,-2804749030.5,142979482.5,10878364.0,-41738353.5,195281370.5,-2900182560.0,3008122189.0,-66583090.0,110840079.5,-33144178.0,93142642.5,-96967486.0,185869978.0,-2900450.5
"l,a",2157356249.0,-2134644924.0,-19871161.5,18398669.0,-9324122.0,54557095.0,-2102903975.5,2201426202.5,86707346.5,-55450573.5,188633776.5,389337.0,41040113.0,32649401.5,2286107.0,57262488.0,19202300.5,66871125.5,49830144.5,82419648.0,-81456288.5,2133282244.5,-2090005939.5,106543567.5,8106196.0,-31102036.5,145517199.5,-2161119840.0,2241552871.0,-49615510.0,82594350.5,-24697942.0,69406807.5,-72256954.0,138504142.0,-2161319.5
"l,d",3568292736.0,-3530727936.0,-32867136.0,30431616.0,-15422208.0,90238080.0,-3478228032.0,3641184960.0,143414976.0,-91715904.0,312002496.0,643968.0,67880832.0,54002496.0,3781248.0,94712832.0,31760832.0,110605632.0,82419648.0,136323072.0,-134729664.0,3528474048.0,-3456894528.0,176224320.0,13407744.0,-51443136.0,240687168.0,-3574517760.0,3707554944.0,-82064640.0,136612032.0,-40850688.0,114799680.0,-119513856.0,229087488.0,-3574848.0
"l,h",-3526584857.0,3489459132.0,32482969.5,-30075917.0,15241946.0,-89183335.0,3437572871.5,-3598625082.5,-141738674.5,90643885.5,-308355664.5,-636441.0,-67087409.0,-53371289.5,-3737051.0,-93605784.0,-31389596.5,-109312821.5,-81456288.5,-134729664.0,133154880.5,-3487231588.5,3416488723.5,-174164527.5,-13251028.0,50841844.5,-237873903.5,3532737120.0,-3664219303.0,81105430.0,-135015246.5,40373206.0,-113457847.5,118116922.0,-226409806.0,3533063.5
"l,l",92358748449.0,-91386452124.0,-850705861.5,787666869.0,-399175722.0,2335648095.0,-90027587875.5,94245430702.5,3712035046.5,-2373898873.5,8075615476.5,16667937.0,1756971513.0,1397756101.5,97870707.0,2451468888.0,822071200.5,2862825025.5,2133282244.5,3528474048.0,-3487231588.5,91328114344.5,-89475409039.5,4561245067.5,347034996.0,-1331511736.5,6229748299.5,-92519871840.0,95963296671.0,-2124093510.0,3535953250.5,-1057345542.0,2971380307.5,-3093398154.0,5929511742.0,-92528419.5
"l,r",-90485135439.0,89532563364.0,833448226.5,-771688059.0,391077942.0,-2288266545.0,88201265380.5,-92333543977.5,-3636731761.5,2325741358.5,-7911791491.5,-16329807.0,-1721329143.0,-1369400866.5,-95885277.0,-2401737768.0,-805394455.5,-2804749030.5,-2090005939.5,-3456894528.0,3416488723.5,-89475409039.5,87660288184.5,-4468714492.5,-339994956.0,1304500351.5,-6103370044.5,90642990240.0,-94016560881.0,2081003610.0,-3464222005.5,1035895962.0,-2911102132.5,3030644694.0,-5809224162.0,90651364.5
"l,v",4612718535.0,-4564158660.0,-42487222.5,39338835.0,-19936230.0,116650425.0,-4496292232.5,4706946037.5,185391997.5,-118560802.5,403324447.5,832455.0,87749295.0,69808822.5,4888005.0,122434920.0,41057107.5,142979482.5,106543567.5,176224320.0,-174164527.5,4561245067.5,-4468714492.5,227804512.5,17332140.0,-66500347.5,311135392.5,-4620765600.0,4792742265.0,-106084650.0,176597857.5,-52807530.0,148401112.5,-154495110.0,296140530.0,-4621192.5
"r,a",350951272.0,-347256672.0,-3232572.0,2993032.0,-1516816.0,8875160.0,-342093164.0,358120420.0,14105252.0,-9020508.0,30686292.0,63336.0,6676264.0,5311292.0,371896.0,9315264.0,3123764.0,10878364.0,8106196.0,13407744.0,-13251028.0,347034996.0,-339994956.0,17332140.0,1318688.0,-5059572.0,23672236.0,-351563520.0,364648088.0,-8071280.0,13436164.0,-4017776.0,11290860.0,-11754512.0,22531376.0,-351596.0
"r,d",-1346537793.0,1332362268.0,12402805.5,-11483733.0,5819754.0,-34052415.0,1312550803.5,-1374044542.5,-54119350.5,34610089.5,-117737860.5,-243009.0,-25615641.0,-20378485.5,-1426899.0,-35741016.0,-11985328.5,-41738353.5,-31102036.5,-51443136.0,50841844.5,-1331511736.5,1304500351.5,-66500347.5,-5059572.0,19412680.5,-90826171.5,1348886880.0,-1399090047.0,30968070.0,-51552178.5,15415494.0,-43321027.5,45099978.0,-86448894.0,1349011.5
"r,h",6300050759.0,-6233727684.0,-58029046.5,53728979.0,-27228902.0,159321145.0,-6141035720.5,6428746677.5,253208381.5,-161930338.5,550860511.5,1136967.0,119847983.0,95344886.5,6676037.0,167221608.0,56075795.5,195281370.5,145517199.5,240687168.0,-237873903.5,6229748299.5,-6103370044.5,311135392.5,23672236.0,-90826171.5,424948704.5,-6311041440.0,6545927161.0,-144890410.0,241197345.5,-72124522.0,202686232.5,-211009414.0,404468722.0,-6311624.5
"r,l",-93563954880.0,92578970880.0,861806880.0,-797945280.0,404384640.0,-2366126400.0,91202374560.0,-95475256800.0,-3760474080.0,2404876320.0,-8180995680.0,-16885440.0,-1779898560.0,-1415995680.0,-99147840.0,-2483458560.0,-832798560.0,-2900182560.0,-2161119840.0,-3574517760.0,3532737120.0,-92519871840.0,90642990240.0,-4620765600.0,-351563520.0,1348886880.0,-6311041440.0,93727180800.0,-97215539520.0,2151811200.0,-3582094560.0,1071143040.0,-3010154400.0,3133764480.0,-6006887040.0,93735840.0
"r,r",97046238622.0,-96024595272.0,-893881797.0,827643382.0,-419435116.0,2454189410.0,-94596764489.0,99028675795.0,3900432227.0,-2494381533.0,8485477767.0,17513886.0,1846143214.0,1468696517.0,102837946.0,2575888464.0,863793839.0,3008122189.0,2241552871.0,3707554944.0,-3664219303.0,95963296671.0,-94016560881.0,4792742265.0,364648088.0,-1399090047.0,6545927161.0,-97215539520.0,100833728738.0,-2231897780.0,3715413739.0,-1111009076.0,3122186985.0,-3250397612.0,6230452676.0,-97224521.0
"r,v",-2148063820.0,2125450320.0,19785570.0,-18319420.0,9283960.0,-54322100.0,2093846090.0,-2191943950.0,-86333870.0,55211730.0,-187821270.0,-387660.0,-40863340.0,-32508770.0,-2276260.0,-57015840.0,-19119590.0,-66583090.0,-49615510.0,-82064640.0,81105430.0,-2124093510.0,2081003610.0,-106084650.0,-8071280.0,30968070.0,-144890410.0,2151811200.0,-2231897780.0,49401800.0,-82238590.0,24591560.0,-69107850.0,71945720.0,-137907560.0,2152010.0
"v,a",3575856341.0,-3538211916.0,-32936803.5,30496121.0,-15454898.0,90429355.0,-3485600729.5,3648903072.5,143718968.5,-91910311.5,312663838.5,645333.0,68024717.0,54116963.5,3789263.0,94913592.0,31828154.5,110840079.5,82594350.5,136612032.0,-135015246.5,3535953250.5,-3464222005.5,176597857.5,13436164.0,-51552178.5,241197345.5,-3582094560.0,3715413739.0,-82238590.0,136901604.5,-40937278.0,115043017.5,-119767186.0,229573078.0,-3582425.5
"v,d",-1069277644.0,1058020944.0,9848994.0,-9119164.0,4621432.0,-27040820.0,1042288778.0,-1091120590.0,-42975854.0,27483666.0,-93494934.0,-192972.0,-20341228.0,-16182434.0,-1133092.0,-28381728.0,-9517478.0,-33144178.0,-24697942.0,-40850688.0,40373206.0,-1057345542.0,1035895962.0,-52807530.0,-4017776.0,15415494.0,-72124522.0,1071143040.0,-1111009076.0,24591560.0,-40937278.0,12241352.0,-34400970.0,35813624.0,-68648552.0,1071242.0
"v,h",3004912215.0,-2973278340.0,-27677902.5,25626915.0,-12987270.0,75990825.0,-2929067392.5,3066295837.5,120771877.5,-77235322.5,262741927.5,542295.0,57163455.0,45476302.5,3184245.0,79759080.0,26746267.5,93142642.5,69406807.5,114799680.0,-113457847.5,2971380307.5,-2911102132.5,148401112.5,11290860.0,-43321027.5,202686232.5,-3010154400.0,3122186985.0,-69107850.0,115043017.5,-34400970.0,96674512.5,-100644390.0,192917970.0,-3010432.5
"v,l",-3128307028.0,3095374128.0,28814478.0,-26679268.0,13520584.0,-79111340.0,3049347686.0,-3192211330.0,-125731298.0,80406942.0,-273531258.0,-564564.0,-59510836.0,-47343758.0,-3315004.0,-83034336.0,-27844586.0,-96967486.0,-72256954.0,-119513856.0,118116922.0,-3093398154.0,3030644694.0,-154495110.0,-11754512.0,45099978.0,-211009414.0,3133764480.0,-3250397612.0,71945720.0,-119767186.0,35813624.0,-100644390.0,104777288.0,-200840024.0,3134054.0
"v,r",5996426044.0,-5933299344.0,-55232394.0,51139564.0,-25916632.0,151642820.0,-5845074578.0,6118919590.0,241005254.0,-154126266.0,524312334.0,1082172.0,114072028.0,90749834.0,6354292.0,159162528.0,53373278.0,185869978.0,138504142.0,229087488.0,-226409806.0,5929511742.0,-5809224162.0,296140530.0,22531376.0,-86448894.0,404468722.0,-6006887040.0,6230452676.0,-137907560.0,229573078.0,-68648552.0,192917970.0,-200840024.0,384975752.0,-6007442.0
"v,v",-93572599.0,92587524.0,861886.5,-798019.0,404422.0,-2366345.0,91210800.5,-95484077.5,-3760821.5,2405098.5,-8181751.5,-16887.0,-1780063.0,-1416126.5,-99157.0,-2483688.0,-832875.5,-2900450.5,-2161319.5,-3574848.0,3533063.5,-92528419.5,90651364.5,-4621192.5,-351596.0,1349011.5,-6311624.5,93735840.0,-97224521.0,2152010.0,-3582425.5,1071242.0,-3010432.5,3134054.0,-6007442.0,93744.5
