,"a,a","a,d","a,h","a,l","a,r","a,v","d,a","d,d","d,h","d,l","d,r","d,v","h,a","h,d","h,h","h,l","h,r","h,v","l,a","l,d","l,h","l,l","l,r","l,v","r,a","r,d","r,h","r,l","r,r","r,v","v,a","v,d","v,h","v,l","v,r","v,v"
"d,r",219089659.67814586,-230847165.53693753,0.0,0.0,0.0,0.0,-229310460.8677237,221454811.27796945,0.0,0.0,9214924.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19185413.472868063,213979472.7823382,-225621081.92026743,0.0,0.0,0.0,12516632.154168755,-237433962.5059563,224062487.4973757,-16657147.969608337,0.0,0.0,0.0,-14671880.065945141,0.0,0.0
"d,v",-197103588.35066321,207681205.72425348,0.0,0.0,0.0,0.0,206298712.34246734,-199231392.4103396,0.0,0.0,0.0,7457522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17260120.09332291,-192506218.59922087,202979569.7121736,0.0,0.0,0.0,0.0,213607004.8704847,-201577383.2746834,14985570.92608264,0.0,0.0,0.0,13199528.49849583,0.0,0.0
"h,a",-24399976.906213187,25709408.256703466,0.0,0.0,0.0,0.0,25538265.727717303,-24663383.424289577,0.0,0.0,0.0,0.0,114242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23830856.289570853,25127380.242623575,0.0,0.0,0.0,0.0,26442978.677734666,-24953799.866633356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"h,d",-70433859.15293127,74213711.24598542,0.0,0.0,0.0,0.0,73719685.00859925,-71194217.97080764,0.0,0.0,0.0,0.0,0.0,952200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68791014.91938893,72533608.05040553,0.0,0.0,0.0,0.0,76331262.25511663,-72032544.61665143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"h,h",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10804.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"h,l",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"h,r",-151273847.48863125,159391999.42228544,0.0,0.0,0.0,0.0,158330957.8920993,-152906903.02810764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4392648.0,0.0,0.0,0.0,13246865.753354855,-147745439.83028895,155783569.07870555,0.0,0.0,0.0,0.0,163939955.36661664,-154707413.44595143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"h,v",-100136430.62476042,105510279.25015625,0.0,0.0,0.0,0.0,104807917.8483701,-101217439.3744368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1924722.0,0.0,0.0,0.0,-97800784.67831808,103121661.91307636,0.0,0.0,0.0,0.0,108520819.95138745,-102409295.66378058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l,a",-148262762.06451112,156219323.28440556,0.0,0.0,0.0,0.0,155179401.64201942,-149863311.85488752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4219512.5,0.0,12983188.686474996,-144804586.88221878,152682718.2575757,0.0,0.0,0.0,0.0,160676752.78228676,-151627983.3569813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l,d",-171432809.22638473,180632797.29453194,0.0,0.0,0.0,0.0,179430359.9053458,-173283488.00136113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5641440.5,15012161.370601382,-167434201.0927924,176543502.54220206,0.0,0.0,0.0,0.0,185786820.12611318,-175323936.92295492,13033849.576661112,0.0,0.0,0.0,0.0,0.0,0.0
"l,h",-456210040.8635098,480692676.097407,19655559.209384024,21608557.145426385,15704872.309014577,0.0,477492798.4722209,-461134992.18048614,0.0,19548300.741500687,-19185413.472868063,17260120.09332291,0.0,0.0,0.0,0.0,13246865.753354855,0.0,12983188.686474996,15012161.370601382,39952860.5,-445569107.02891743,469810410.71007717,0.0,0.0,16746173.268048603,-26063362.725886814,494408352.67798823,-466564952.11708,34685152.02153611,0.0,14404363.38592916,0.0,30551231.905199304,-17294982.976424314,0.0
"l,l",5088218931.865097,-5361279577.175986,-219223119.95795977,-241005369.7597674,-175160170.70212922,-34348143.95131323,-5325590582.0773735,5143148083.539221,97292409.19874163,-218026840.7926431,213979472.7823382,-192506218.59922087,-23830856.289570853,-68791014.91938893,0.0,0.0,-147745439.83028895,-97800784.67831808,-144804586.88221878,-167434201.0927924,-445569107.02891743,4970045000.0,-5239907086.861567,72818531.2749715,-114548692.99275142,-186774047.59874517,290690874.2582694,-5514253775.440856,5203709716.283378,-386851737.9979577,56319847.7866458,-160655285.82266462,-81750705.87698613,-340745145.1680445,192895052.49363193,0.0
"l,r",-5365044812.37191,5652961393.419008,231150011.07023472,254117329.86402708,184689805.54686528,36216863.68768121,5615330729.216822,-5422962398.895386,-102585628.15306392,229888648.02435136,-225621081.92026743,202979569.7121736,25127380.242623575,72533608.05040553,0.0,0.0,155783569.07870555,103121661.91307636,152682718.2575757,176543502.54220206,469810410.71007717,-5239907086.861567,5525527688.0,-76780242.50603405,120780744.55544303,196935538.4506493,-306505987.2375362,5814258192.911339,-5486818903.093229,407898507.8746368,-59383943.83155976,169395778.61552984,86198374.38080831,359283473.81455,-203389558.23657364,0.0
"l,v",74557559.32037917,-78558710.91870414,0.0,0.0,0.0,0.0,-78035760.86389032,75362434.96340275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72818531.2749715,-76780242.50603405,1067260.4999999998,0.0,0.0,0.0,-80800238.45812297,76249843.226809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"r,a",-117284306.93839376,123578400.98452291,0.0,0.0,0.0,0.0,122755763.61153677,-118550433.17447014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-114548692.99275142,120780744.55544303,0.0,2640402.0,0.0,0.0,127104482.12655412,-119946389.05181393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"r,d",-191234523.54093748,201497175.96397918,0.0,0.0,0.0,0.0,200155848.46519303,-193298968.93711388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16746173.268048603,-186774047.59874517,196935538.4506493,0.0,0.0,7020004.5,0.0,207246525.2569604,-195575104.2877077,14539352.327308334,0.0,0.0,0.0,12806492.080971524,0.0,0.0
"r,h",297633057.4361271,-313605615.9809562,-12823356.925529163,-14097499.743136806,0.0,0.0,-311518004.4079424,300846113.23705065,0.0,-12753381.118612498,12516632.154168755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26063362.725886814,290690874.2582694,-306505987.2375362,0.0,0.0,0.0,17006112.0,-322553772.29042506,304388638.46220696,-22628716.869727083,0.0,0.0,0.0,-19931732.64481389,0.0,0.0
"r,l",-5645943357.699998,5948934435.162918,243252370.72134578,267422193.25273818,194359640.4747764,38113076.0555923,5909333536.003933,-5706893344.9530735,-107956720.98195285,241924966.28026247,-237433962.5059563,213607004.8704847,26442978.677734666,76331262.25511663,0.0,0.0,163939955.36661664,108520819.95138745,160676752.78228676,185786820.12611318,494408352.67798823,-5514253775.440856,5814258192.911339,-80800238.45812297,127104482.12655412,207246525.2569604,-322553772.29042506,6119277192.0,-5774093194.782919,429254918.02814794,-62493118.87484868,178264861.62664092,90711477.03351939,378094538.5280611,-214038459.23186255,0.0
"r,r",5327982988.178935,-5613910636.426149,-229553222.7270223,-252361882.87752992,-183413965.1227917,-35966676.96447572,-5576539925.515936,5385500478.993258,101876964.81467913,-228300573.1993056,224062487.4973757,-201577383.2746834,-24953799.866633356,-72032544.61665143,0.0,0.0,-154707413.44595143,-102409295.66378058,-151627983.3569813,-175323936.92295492,-466564952.11708,5203709716.283378,-5486818903.093229,76249843.226809,-119946389.05181393,-195575104.2877077,304388638.46220696,-5774093194.782919,5449471202.0,-405080737.79832023,58973718.49038331,-168225589.59922713,-85602914.50024864,-356801537.25090706,201984539.5713694,0.0
"r,v",-396090403.07345,417346701.6834667,17065337.612543754,18760968.287886113,13635274.644574307,0.0,414568505.8858806,-400366341.2982264,0.0,16972213.731060416,-16657147.969608337,14985570.92608264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13033849.576661112,34685152.02153611,-386851737.9979577,407898507.8746368,0.0,0.0,14539352.327308334,-22628716.869727083,429254918.02814794,-405080737.79832023,30116560.5,0.0,12506147.58158889,0.0,26525171.906559028,-15015839.558464583,0.0
"v,a",57664859.73760347,-60759460.04347987,0.0,0.0,0.0,0.0,-60354996.13886604,58287372.61872709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56319847.7866458,-59383943.83155976,0.0,0.0,0.0,0.0,-62493118.87484868,58973718.49038331,0.0,638450.0,0.0,0.0,0.0,0.0,0.0
"v,d",-164492002.14705694,173319509.92585972,0.0,0.0,0.0,0.0,172165755.66787356,-166267752.41563332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14404363.38592916,-160655285.82266462,169395778.61552984,0.0,0.0,0.0,0.0,178264861.62664092,-168225589.59922713,12506147.58158889,0.0,5193864.5,0.0,0.0,0.0,0.0
"v,h",-83703049.15752846,88194995.9213882,0.0,0.0,0.0,0.0,87607898.99200204,-84606653.64940485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-81750705.87698613,86198374.38080831,0.0,0.0,0.0,0.0,90711477.03351939,-85602914.50024864,0.0,0.0,0.0,1344800.0,0.0,0.0,0.0
"v,l",-348882707.86478686,367605592.74212986,15031419.974956945,16524958.361549303,0.0,0.0,365158513.8295437,-352649022.0570632,0.0,14949394.98347361,-14671880.065945141,13199528.49849583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30551231.905199304,-340745145.1680445,359283473.81455,0.0,0.0,12806492.080971524,-19931732.64481389,378094538.5280611,-356801537.25090706,26525171.906559028,0.0,0.0,0.0,23365448.0,-13226189.59105139,0.0
"v,r",197501708.2475896,-208100690.85349372,0.0,0.0,0.0,0.0,-206715405.0408799,199633810.15471315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17294982.976424314,192895052.49363193,-203389558.23657364,0.0,0.0,0.0,0.0,-214038459.23186255,201984539.5713694,-15015839.558464583,0.0,0.0,0.0,-13226189.59105139,7488450.0,0.0
"v,v",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17672.0
