,"a,a","a,d","a,h","a,l","a,r","a,v","d,a","d,d","d,h","d,l","d,r","d,v","h,a","h,d","h,h","h,l","h,r","h,v","l,a","l,d","l,h","l,l","l,r","l,v","r,a","r,d","r,h","r,l","r,r","r,v","v,a","v,d","v,h","v,l","v,r","v,v"
"d,v",-26233050.0,26038582.0,331474.0,332328.0,-201422.0,-557296.0,25692712.0,-26721050.0,-890966.0,571448.0,-1949804.0,29768.0,-514596.0,-52094.0,-29402.0,-529358.0,-174338.0,-635864.0,-301828.0,-322080.0,1300642.0,-25717844.0,25382954.0,-1195722.0,-108824.0,-625982.0,-1892098.0,26422760.0,-27049474.0,599508.0,-874008.0,211426.0,-785680.0,1176812.0,-1740086.0,42822.0
"h,a",453487725.0,-450125979.0,-5730153.0,-5744916.0,3481959.0,9633912.0,-444146964.0,461923725.0,15402027.0,-9878556.0,33706038.0,-514596.0,8895762.0,900543.0,508269.0,9150951.0,3013761.0,10992108.0,5217666.0,5567760.0,-22484049.0,444581418.0,-438792213.0,20670309.0,1881228.0,10821279.0,32708481.0,-456767220.0,467601153.0,-10363626.0,15108876.0,-3654897.0,13581960.0,-20343414.0,30080667.0,-740259.0
"h,d",45907837.5,-45567518.5,-580079.5,-581574.0,352488.5,975268.0,-44962246.0,46761837.5,1559190.5,-1000034.0,3412157.0,-52094.0,900543.0,91164.5,51453.5,926376.5,305091.5,1112762.0,528199.0,563640.0,-2276123.5,45006227.0,-44420169.5,2092513.5,190442.0,1095468.5,3311171.5,-46239830.0,47336579.5,-1049139.0,1529514.0,-369995.5,1374940.0,-2059421.0,3045150.5,-74938.5
"h,h",25910512.5,-25718435.5,-327398.5,-328242.0,198945.5,550444.0,-25376818.0,26392512.5,880011.5,-564422.0,1925831.0,-29402.0,508269.0,51453.5,29040.5,522849.5,172194.5,628046.0,298117.0,318120.0,-1284650.5,25401641.0,-25070868.5,1181020.5,107486.0,618285.5,1868834.5,-26097890.0,26716898.5,-592137.0,863262.0,-208826.5,776020.0,-1162343.0,1718691.5,-42295.5
"h,l",466496737.5,-463038554.5,-5894531.5,-5909718.0,3581844.5,9910276.0,-456888022.0,475174737.5,15843858.5,-10161938.0,34672949.0,-529358.0,9150951.0,926376.5,522849.5,9413460.5,3100215.5,11307434.0,5367343.0,5727480.0,-23129039.5,457334939.0,-451379661.5,21263269.5,1935194.0,11131704.5,33646775.5,-469870310.0,481015031.5,-10660923.0,15542298.0,-3759743.5,13971580.0,-20926997.0,30943578.5,-761494.5
"h,r",153635362.5,-152496449.5,-1941296.5,-1946298.0,1179639.5,3263836.0,-150470842.0,156493362.5,5217993.5,-3346718.0,11419139.0,-174338.0,3013761.0,305091.5,172194.5,3100215.5,1021020.5,3723974.0,1767673.0,1886280.0,-7617284.5,150618029.0,-148656726.5,7002814.5,637334.0,3666099.5,11081180.5,-154746410.0,158416796.5,-3511053.0,5118678.0,-1238228.5,4601380.0,-6892067.0,10190913.5,-250789.5
"h,v",560355150.0,-556201186.0,-7080502.0,-7098744.0,4302506.0,11904208.0,-548813176.0,570779150.0,19031618.0,-12206504.0,41649092.0,-635864.0,10992108.0,1112762.0,628046.0,11307434.0,3723974.0,13582472.0,6447244.0,6879840.0,-27782566.0,549350012.0,-542196542.0,25541406.0,2324552.0,13371386.0,40416454.0,-564407480.0,577794502.0,-12805884.0,18669384.0,-4516198.0,16782640.0,-25137476.0,37169378.0,-914706.0
"l,a",265985925.0,-264014147.0,-3360929.0,-3369588.0,2042287.0,5650616.0,-260507252.0,270933925.0,9033811.0,-5794108.0,19769734.0,-301828.0,5217666.0,528199.0,298117.0,5367343.0,1767673.0,6447244.0,3060338.0,3265680.0,-13187657.0,260762074.0,-257366509.0,12123837.0,1103404.0,6347047.0,19184633.0,-267909460.0,274263929.0,-6078618.0,8861868.0,-2143721.0,7966280.0,-11932102.0,17643331.0,-434187.0
"l,d",283833000.0,-281728920.0,-3586440.0,-3595680.0,2179320.0,6029760.0,-277986720.0,289113000.0,9639960.0,-6182880.0,21096240.0,-322080.0,5567760.0,563640.0,318120.0,5727480.0,1886280.0,6879840.0,3265680.0,3484800.0,-14072520.0,278258640.0,-274635240.0,12937320.0,1177440.0,6772920.0,20471880.0,-285885600.0,292666440.0,-6486480.0,9456480.0,-2287560.0,8500800.0,-12732720.0,18827160.0,-463320.0
"l,h",-1146190762.5,1137693945.5,14482968.5,14520282.0,-8800655.5,-24349724.0,1122581978.0,-1167512762.5,-38928641.5,24968062.0,-85192051.0,1300642.0,-22484049.0,-2276123.5,-1284650.5,-23129039.5,-7617284.5,-27782566.0,-13187657.0,-14072520.0,56828460.5,-1123680061.0,1109047838.5,-52244230.5,-4754806.0,-27350795.5,-82670724.5,1154479690.0,-1181862468.5,26194077.0,-38187702.0,9237756.5,-34328420.0,51418003.0,-76028921.5,1871005.5
"l,l",22663850025.0,-22495840831.0,-286374517.0,-287112324.0,174017051.0,481471768.0,-22197028996.0,23085454025.0,769743503.0,-493698284.0,1684518782.0,-25717844.0,444581418.0,45006227.0,25401641.0,457334939.0,150618029.0,549350012.0,260762074.0,278258640.0,-1123680061.0,22218741602.0,-21929415857.0,1033035201.0,94017692.0,540812531.0,1634664109.0,-22827748580.0,23369193517.0,-517940514.0,755092764.0,-182659933.0,678782440.0,-1016698046.0,1503334463.0,-36995751.0
"l,r",-22368728212.5,22202906783.5,282645434.5,283373634.0,-171751053.5,-475202188.0,21907985986.0,-22784842212.5,-759720135.5,487269494.0,-1662583487.0,25382954.0,-438792213.0,-44420169.5,-25070868.5,-451379661.5,-148656726.5,-542196542.0,-257366509.0,-274635240.0,1109047838.5,-21929415857.0,21643857624.5,-1019583328.5,-92793422.0,-533770233.5,-1613378006.5,22530492530.0,-23064886934.5,511196049.0,-745260174.0,180281390.5,-669943540.0,1003458911.0,-1483758495.5,36514003.5
"l,v",1053730012.5,-1045918615.5,-13314658.5,-13348962.0,8090725.5,22385484.0,-1032025698.0,1073332012.5,35788351.5,-22953942.0,78319791.0,-1195722.0,20670309.0,2092513.5,1181020.5,21263269.5,7002814.5,25541406.0,12123837.0,12937320.0,-52244230.5,1033035201.0,-1019583328.5,48029800.5,4371246.0,25144465.5,76001854.5,-1061350290.0,1086524158.5,-24081057.0,35107182.0,-8492566.5,31559220.0,-47270223.0,69895831.5,-1720075.5
"r,a",95901150.0,-95190226.0,-1211782.0,-1214904.0,736346.0,2037328.0,-93925816.0,97685150.0,3257138.0,-2089064.0,7127972.0,-108824.0,1881228.0,190442.0,107486.0,1935194.0,637334.0,2324552.0,1103404.0,1177440.0,-4754806.0,94017692.0,-92793422.0,4371246.0,397832.0,2288426.0,6917014.0,-96594680.0,98885782.0,-2191644.0,3195144.0,-772918.0,2872240.0,-4302116.0,6361298.0,-156546.0
"r,d",551646637.5,-547557230.5,-6970463.5,-6988422.0,4235640.5,11719204.0,-540284038.0,561908637.5,18735846.5,-12016802.0,41001821.0,-625982.0,10821279.0,1095468.5,618285.5,11131704.5,3666099.5,13371386.0,6347047.0,6772920.0,-27350795.5,540812531.0,-533770233.5,25144465.5,2288426.0,13163580.5,39788339.5,-555635990.0,568814963.5,-12606867.0,18379242.0,-4446011.5,16521820.0,-24746813.0,36591726.5,-900490.5
"r,h",1667411362.5,-1655050689.5,-21068976.5,-21123258.0,12802679.5,35422556.0,-1633066682.0,1698429362.5,56631113.5,-36322078.0,123932419.0,-1892098.0,32708481.0,3311171.5,1868834.5,33646775.5,11081180.5,40416454.0,19184633.0,20471880.0,-82670724.5,1634664109.0,-1613378006.5,76001854.5,6917014.0,39788339.5,120264540.5,-1679469610.0,1719304476.5,-38105613.0,55553238.0,-13438548.5,49938980.0,-74799907.0,110602433.5,-2721829.5
"r,l",-23285057250.0,23112442990.0,294223930.0,294981960.0,-178786790.0,-494668720.0,22805440840.0,-23718217250.0,-790841870.0,507230360.0,-1730690780.0,26422760.0,-456767220.0,-46239830.0,-26097890.0,-469870310.0,-154746410.0,-564407480.0,-267909460.0,-285885600.0,1154479690.0,-22827748580.0,22530492530.0,-1061350290.0,-96594680.0,-555635990.0,-1679469610.0,23453448200.0,-24009733930.0,532137060.0,-775789560.0,187666570.0,-697387600.0,1044565340.0,-1544540270.0,38009790.0
"r,r",23837348962.5,-23660640513.5,-301202544.5,-301978554.0,183027383.5,506401628.0,-23346356666.0,24280782962.5,809599625.5,-519261214.0,1771740547.0,-27049474.0,467601153.0,47336579.5,26716898.5,481015031.5,158416796.5,577794502.0,274263929.0,292666440.0,-1181862468.5,23369193517.0,-23064886934.5,1086524158.5,98885782.0,568814963.5,1719304476.5,-24009733930.0,24579214044.5,-544758669.0,794190294.0,-192117780.5,713928740.0,-1069341091.0,1581174785.5,-38911333.5
"r,v",-528316425.0,524399967.0,6675669.0,6692868.0,-4056507.0,-11223576.0,517434372.0,-538144425.0,-17943471.0,11508588.0,-39267774.0,599508.0,-10363626.0,-1049139.0,-592137.0,-10660923.0,-3511053.0,-12805884.0,-6078618.0,-6486480.0,26194077.0,-517940514.0,511196049.0,-24081057.0,-2191644.0,-12606867.0,-38105613.0,532137060.0,-544758669.0,12073698.0,-17601948.0,4257981.0,-15823080.0,23700222.0,-35044191.0,862407.0
"v,a",770219550.0,-764509842.0,-9732294.0,-9757368.0,5913882.0,16362576.0,-754354872.0,784547550.0,26159346.0,-16778088.0,57247524.0,-874008.0,15108876.0,1529514.0,863262.0,15542298.0,5118678.0,18669384.0,8861868.0,9456480.0,-38187702.0,755092764.0,-745260174.0,35107182.0,3195144.0,18379242.0,55553238.0,-775789560.0,794190294.0,-17601948.0,25661448.0,-6207606.0,23068080.0,-34551972.0,51090066.0,-1257282.0
"v,d",-186319162.5,184937961.5,2354280.5,2360346.0,-1430591.5,-3958172.0,182481434.0,-189785162.5,-6328049.5,4058686.0,-13848403.0,211426.0,-3654897.0,-369995.5,-208826.5,-3759743.5,-1238228.5,-4516198.0,-2143721.0,-2287560.0,9237756.5,-182659933.0,180281390.5,-8492566.5,-772918.0,-4446011.5,-13438548.5,187666570.0,-192117780.5,4257981.0,-6207606.0,1501644.5,-5580260.0,8358259.0,-12358889.5,304141.5
"v,h",692380500.0,-687247820.0,-8748740.0,-8771280.0,5316220.0,14708960.0,-678119120.0,705260500.0,23515660.0,-15082480.0,51462040.0,-785680.0,13581960.0,1374940.0,776020.0,13971580.0,4601380.0,16782640.0,7966280.0,8500800.0,-34328420.0,678782440.0,-669943540.0,31559220.0,2872240.0,16521820.0,49938980.0,-697387600.0,713928740.0,-15823080.0,23068080.0,-5580260.0,20736800.0,-31060120.0,45926860.0,-1130220.0
"v,l",-1037065575.0,1029377713.0,13104091.0,13137852.0,-7962773.0,-22031464.0,1015704508.0,-1056357575.0,-35222369.0,22590932.0,-77081186.0,1176812.0,-20343414.0,-2059421.0,-1162343.0,-20926997.0,-6892067.0,-25137476.0,-11932102.0,-12732720.0,51418003.0,-1016698046.0,1003458911.0,-47270223.0,-4302116.0,-24746813.0,-74799907.0,1044565340.0,-1069341091.0,23700222.0,-34551972.0,8358259.0,-31060120.0,46522658.0,-68790449.0,1692873.0
"v,r",1533450787.5,-1522083176.5,-19376285.5,-19426206.0,11774106.5,32576692.0,-1501865374.0,1561976787.5,52081344.5,-33403946.0,113975633.0,-1740086.0,30080667.0,3045150.5,1718691.5,30943578.5,10190913.5,37169378.0,17643331.0,18827160.0,-76028921.5,1503334463.0,-1483758495.5,69895831.5,6361298.0,36591726.5,110602433.5,-1544540270.0,1581174785.5,-35044191.0,51090066.0,-12358889.5,45926860.0,-68790449.0,101716584.5,-2503156.5
"v,v",-37736887.5,37457140.5,476833.5,478062.0,-289750.5,-801684.0,36959598.0,-38438887.5,-1281676.5,822042.0,-2804841.0,42822.0,-740259.0,-74938.5,-42295.5,-761494.5,-250789.5,-914706.0,-434187.0,-463320.0,1871005.5,-36995751.0,36514003.5,-1720075.5,-156546.0,-900490.5,-2721829.5,38009790.0,-38911333.5,862407.0,-1257282.0,304141.5,-1130220.0,1692873.0,-2503156.5,61600.5
