,"a,a","a,d","a,h","a,l","a,r","a,v","d,a","d,d","d,h","d,l","d,r","d,v","h,a","h,d","h,h","h,l","h,r","h,v","l,a","l,d","l,h","l,l","l,r","l,v","r,a","r,d","r,h","r,l","r,r","r,v","v,a","v,d","v,h","v,l","v,r","v,v"
"d,r",1718107372.82417,-1705368897.1954243,0.0,0.0,0.0,0.0,-1682716500.6237683,1750068426.1880593,58353891.11073819,0.0,127712162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85183199.5464868,1684364490.7352445,-1662429222.0010395,78313568.9364868,0.0,0.0,123921992.08675627,-1730530236.4561462,1771578215.1019564,0.0,57243244.50634305,0.0,51458293.84747917,-77073082.25540002,113966123.96390486,0.0
"d,v",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"h,a",453456065.97357273,-450094029.86522174,0.0,0.0,0.0,0.0,-444115435.7465655,461891472.1374621,0.0,0.0,0.0,0.0,8895762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444550385.91604733,-438761061.68403685,0.0,0.0,0.0,0.0,-456734803.36774325,467568500.485759,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"h,d",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91164.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"h,h",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29040.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"h,l",466463785.12768036,-463005306.5523141,0.0,0.0,0.0,0.0,-456855212.0854079,475141167.0915697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9413460.5,0.0,0.0,0.0,0.0,0.0,457302639.119305,-451347243.8838292,0.0,0.0,0.0,0.0,-469836575.5033856,480981045.15326667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"h,r",153633514.5619512,-152494437.46604323,0.0,0.0,0.0,0.0,-150468855.50663698,156491478.52584052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021020.5,0.0,0.0,0.0,0.0,150616219.1070758,-148654762.8805583,0.0,0.0,0.0,0.0,-154744369.59661472,158414888.27353746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"h,v",560312866.297399,-556158567.2781954,0.0,0.0,0.0,0.0,-548771119.0590391,570736073.6612884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13582472.0,0.0,0.0,0.0,549308565.1229737,-542154988.1848104,0.0,0.0,0.0,0.0,-564364237.2754169,577750892.2171854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l,a",265972907.2565172,-264000917.9454773,0.0,0.0,0.0,0.0,-260494196.61482108,270920662.22040653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3060338.0,0.0,0.0,260749314.9533918,-257353609.1514924,0.0,0.0,0.0,0.0,-267896038.04079878,274250501.3111035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l,d",283818207.91421854,-281713909.1029759,0.0,0.0,0.0,0.0,-277971906.3028196,289097929.67810786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3484800.0,0.0,278244141.66199315,-274620602.91319096,0.0,0.0,0.0,0.0,-285870370.06159735,292651182.4252049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l,h",-1146063382.7369027,1137566183.5831027,0.0,0.0,0.0,0.0,1122455904.3000088,-1167383000.7730136,0.0,0.0,-85183199.5464868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56828460.5,-1123555195.9952784,1108923276.7515874,-52239059.77618609,0.0,0.0,-82662154.71371666,1154350052.882031,-1181731103.7113166,0.0,0.0,0.0,0.0,51411593.21087709,-76021093.69546804,0.0
"l,l",22661610229.04938,-22493591411.07422,-286332886.51859504,-287070620.17498195,174012915.0667717,481437068.7353876,-22194809280.23756,23083172318.41327,769680147.3379467,-493636043.96328735,1684364490.7352445,0.0,444550385.91604733,0.0,0.0,457302639.119305,150616219.1070758,549308565.1229737,260749314.9533918,278244141.66199315,-1123555195.9952784,22218741602.0,-21927222744.013832,1032945672.1456952,94021508.60997374,540771932.813355,1634514773.667965,-22825466165.925938,23366883604.55517,-517875864.10171115,755030864.7325516,-182628612.53507835,678728126.5576875,-1016583815.8191915,1503198182.8311133,0.0
"l,r",-22366490904.590057,22200660174.70115,282604009.02307093,283332135.2660341,-171746766.5859625,-475167373.83219653,21905769046.301056,-22782563043.42617,-759656698.7613875,487207483.29572845,-1662429222.0010395,0.0,-438761061.68403685,0.0,0.0,-451347243.8838292,-148654762.8805583,-542154988.1848104,-257353609.1514924,-274620602.91319096,1108923276.7515874,-21927222744.013832,21643857624.5,-1019493749.4645388,-92797078.24181041,-533729527.3733791,-1613228691.5836697,22528212965.999878,-23062579592.86287,511131631.278805,-745198191.9368327,180250262.8693875,-669889134.8074965,1003344971.5219243,-1483622220.3362207,0.0
"l,v",1053638677.8527706,-1045826738.4936237,0.0,0.0,0.0,0.0,-1031935033.2652177,1073238967.4166601,0.0,0.0,78313568.9364868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52239059.77618609,1032945672.1456952,-1019493749.4645388,48029800.5,0.0,0.0,75995834.69555697,-1061257066.4527953,1086429962.293157,0.0,0.0,0.0,0.0,0.0,69890344.49640556,0.0
"r,a",95905041.9523991,-95193978.11919534,0.0,0.0,0.0,0.0,-93929517.54003909,97689113.31628844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94021508.60997374,-92797078.24181041,0.0,397832.0,0.0,0.0,-96598488.3004168,98889793.34418541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"r,d",551605219.5909303,-547515481.231464,0.0,0.0,0.0,0.0,-540242839.0305579,561866443.1548197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540771932.813355,-533729527.3733791,0.0,0.0,13163580.5,0.0,-555593629.4821355,568772246.6133165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"r,h",1667259016.1308403,-1654897542.8731544,0.0,0.0,0.0,0.0,-1632915556.7537484,1698274164.0947294,56626874.79210834,0.0,123921992.08675627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82662154.71371666,1634514773.667965,-1613228691.5836697,75995834.69555697,0.0,0.0,120264540.5,-1679314218.107726,1719147358.6744266,0.0,55549098.40036321,0.0,0.0,-74792060.91787985,110593232.24927501,0.0
"r,l",-23282728841.370712,23110104895.396095,294180814.4891145,294938768.2490277,-178782331.69671887,-494632491.3634029,22803133622.631256,-23715845275.606827,-790775853.2723439,507165821.0247221,-1730530236.4561462,0.0,-456734803.36774325,0.0,0.0,-469836575.5033856,-154744369.59661472,-564364237.2754169,-267896038.04079878,-285870370.06159735,1154350052.882031,-22825466165.925938,22528212965.999878,-1061257066.4527953,-96598488.3004168,-555593629.4821355,-1679314218.107726,23453448200.0,-24007332635.847725,532070015.9932986,-775725057.182639,187634171.6670311,-697330982.5859029,1044446757.694618,-1544398448.8431773,0.0
"r,r",23834992498.198837,-23658273932.06275,-301158749.67263335,-301934682.0087702,183023028.07673332,506365117.29259926,-23344021335.92735,24278382404.56273,809532965.7689083,-519195736.12707573,1771578215.1019564,0.0,467568500.485759,0.0,0.0,480981045.15326667,158414888.27353746,577750892.2171854,274250501.3111035,292651182.4252049,-1181731103.7113166,23366883604.55517,-23062579592.86287,1086429962.293157,98889793.34418541,568772246.6133165,1719147358.6744266,-24007332635.847725,24579214044.5,-544690655.7429996,794125166.5227633,-192084832.70711666,713871593.4708993,-1069220914.9714799,1581031402.8420749,0.0
"r,v",-528250473.82238567,524333893.32922006,0.0,0.0,0.0,0.0,517369171.90887636,-538077241.2584964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-517875864.10171115,511131631.278805,0.0,0.0,0.0,0.0,532070015.9932986,-544690655.7429996,12073698.0,0.0,0.0,0.0,0.0,0.0,0.0
"v,a",770156401.7421768,-764446270.5278175,0.0,0.0,0.0,0.0,-754292139.0046613,784483218.7060661,0.0,0.0,57243244.50634305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755030864.7325516,-745198191.9368327,0.0,0.0,0.0,55549098.40036321,-775725057.182639,794125166.5227633,0.0,25661448.0,0.0,0.0,0.0,0.0,0.0
"v,d",-186287212.42390296,184906032.65450263,0.0,0.0,0.0,0.0,182449927.8274089,-189752616.06001365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-182628612.53507835,180250262.8693875,0.0,0.0,0.0,0.0,187634171.6670311,-192084832.70711666,0.0,0.0,1501644.5000000005,0.0,0.0,0.0,0.0
"v,h",692325090.4399129,-687192019.9372815,0.0,0.0,0.0,0.0,-678064055.7871252,705204052.2038023,0.0,0.0,51458293.84747917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678728126.5576875,-669889134.8074965,0.0,0.0,0.0,0.0,-697330982.5859029,713871593.4708993,0.0,0.0,0.0,20736800.0,0.0,0.0,0.0
"v,l",-1036949044.3780661,1029260846.0839393,0.0,0.0,0.0,0.0,1015589185.4245956,-1056238865.414177,0.0,0.0,-77073082.25540002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51411593.21087709,-1016583815.8191915,1003344971.5219243,0.0,0.0,0.0,-74792060.91787985,1044446757.694618,-1069220914.9714799,0.0,0.0,0.0,0.0,46522658.0,-68783281.66513124,0.0
"v,r",1533311759.3868885,-1521943404.4259057,0.0,0.0,0.0,0.0,-1501727446.6859994,1561835156.5507782,52077482.96755694,0.0,113966123.96390486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76021093.69546804,1503198182.8311133,-1483622220.3362207,69890344.49640556,0.0,0.0,110593232.24927501,-1544398448.8431773,1581031402.8420749,0.0,0.0,0.0,0.0,-68783281.66513124,101716584.5,0.0
"v,v",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61600.5
