,"a,a","a,d","a,h","a,l","a,r","a,v","d,a","d,d","d,h","d,l","d,r","d,v","h,a","h,d","h,h","h,l","h,r","h,v","l,a","l,d","l,h","l,l","l,r","l,v","r,a","r,d","r,h","r,l","r,r","r,v","v,a","v,d","v,h","v,l","v,r","v,v"
"l,h",-54285539.0,55531504.0,855477.0,450859.5,1084118.0,-124596.5,54415273.5,-54849434.5,-1353863.0,2231176.5,-3353829.5,372505.0,-331401.0,377643.0,-21836.5,-420031.5,1189447.0,-306995.5,1484882.0,213227.0,3299880.5,-53137196.0,53897620.0,-1218990.5,-1226697.5,624267.0,-2211909.0,55901440.0,-56316333.5,2882418.0,-1229266.5,992918.5,15414.0,3595315.5,-2814339.5,46242.0
"l,l",874147208.0,-894210688.0,-13775544.0,-7260084.0,-17457296.0,2006348.0,-876236292.0,883227484.0,21800936.0,-35928108.0,54005924.0,-5998360.0,5336472.0,-6081096.0,351628.0,6763668.0,-19153384.0,4943476.0,-23910704.0,-3433544.0,-53137196.0,855655712.0,-867900640.0,19629116.0,19753220.0,-10052424.0,35617848.0,-900167680.0,906848612.0,-46414896.0,19794588.0,-15988732.0,-248208.0,-57894516.0,45318644.0,-744624.0
"l,r",-886656760.0,907007360.0,13972680.0,7363980.0,17707120.0,-2035060.0,888775740.0,-895866980.0,-22112920.0,36442260.0,-54778780.0,6084200.0,-5412840.0,6168120.0,-356660.0,-6860460.0,19427480.0,-5014220.0,24252880.0,3482680.0,53897620.0,-867900640.0,880320800.0,-19910020.0,-20035900.0,10196280.0,-36127560.0,913049600.0,-919826140.0,47079120.0,-20077860.0,16217540.0,251760.0,58723020.0,-45967180.0,755280.0
"l,v",20053319.0,-20513584.0,-316017.0,-166549.5,-400478.0,46026.5,-20101243.5,20261624.5,500123.0,-824206.5,1238919.5,-137605.0,122421.0,-139503.0,8066.5,155161.5,-439387.0,113405.5,-548522.0,-78767.0,-1218990.5,19629116.0,-19910020.0,450300.5,453147.5,-230607.0,817089.0,-20650240.0,20803503.5,-1064778.0,454096.5,-366788.5,-5694.0,-1328125.5,1039629.5,-17082.0
"r,a",20180105.0,-20643280.0,-318015.0,-167602.5,-403010.0,46317.5,-20228332.5,20389727.5,503285.0,-829417.5,1246752.5,-138475.0,123195.0,-140385.0,8117.5,156142.5,-442165.0,114122.5,-551990.0,-79265.0,-1226697.5,19753220.0,-20035900.0,453147.5,456012.5,-232065.0,822255.0,-20780800.0,20935032.5,-1071510.0,456967.5,-369107.5,-5730.0,-1336522.5,1046202.5,-17190.0
"r,d",-10269666.0,10505376.0,161838.0,85293.0,205092.0,-23571.0,10294209.0,-10376343.0,-256122.0,422091.0,-634473.0,70470.0,-62694.0,71442.0,-4131.0,-79461.0,225018.0,-58077.0,280908.0,40338.0,624267.0,-10052424.0,10196280.0,-230607.0,-232065.0,118098.0,-418446.0,10575360.0,-10653849.0,545292.0,-232551.0,187839.0,2916.0,680157.0,-532413.0,8748.0
"r,h",36387582.0,-37222752.0,-573426.0,-302211.0,-726684.0,83517.0,-36474543.0,36765561.0,907494.0,-1495557.0,2248071.0,-249690.0,222138.0,-253134.0,14637.0,281547.0,-797286.0,205779.0,-995316.0,-142926.0,-2211909.0,35617848.0,-36127560.0,817089.0,822255.0,-418446.0,1482642.0,-37470720.0,37748823.0,-1932084.0,823977.0,-665553.0,-10332.0,-2409939.0,1886451.0,-30996.0
"r,l",-919621120.0,940728320.0,14492160.0,7637760.0,18365440.0,-2110720.0,921818880.0,-929173760.0,-22935040.0,37797120.0,-56815360.0,6310400.0,-5614080.0,6397440.0,-369920.0,-7115520.0,20149760.0,-5200640.0,25154560.0,3612160.0,55901440.0,-900167680.0,913049600.0,-20650240.0,-20780800.0,10575360.0,-37470720.0,946995200.0,-954023680.0,48829440.0,-20824320.0,16820480.0,261120.0,60906240.0,-47676160.0,783360.0
"r,r",926446433.0,-947710288.0,-14599719.0,-7694446.5,-18501746.0,2126385.5,-928660504.5,936069971.5,23105261.0,-38077645.5,57237036.5,-6357235.0,5655747.0,-6444921.0,372665.5,7168330.5,-20299309.0,5239238.5,-25341254.0,-3638969.0,-56316333.5,906848612.0,-919826140.0,20803503.5,20935032.5,-10653849.0,37748823.0,-954023680.0,961104324.5,-49191846.0,20978875.5,-16945319.5,-263058.0,-61358278.5,48030006.5,-789174.0
"r,v",-47417964.0,48506304.0,747252.0,393822.0,946968.0,-108834.0,47531286.0,-47910522.0,-1182588.0,1948914.0,-2929542.0,325380.0,-289476.0,329868.0,-19074.0,-366894.0,1038972.0,-268158.0,1297032.0,186252.0,2882418.0,-46414896.0,47079120.0,-1064778.0,-1071510.0,545292.0,-1932084.0,48829440.0,-49191846.0,2517768.0,-1073754.0,867306.0,13464.0,3140478.0,-2458302.0,40392.0
"v,a",20222367.0,-20686512.0,-318681.0,-167953.5,-403854.0,46414.5,-20270695.5,20432428.5,504339.0,-831154.5,1249363.5,-138765.0,123453.0,-140679.0,8134.5,156469.5,-443091.0,114361.5,-553146.0,-79431.0,-1229266.5,19794588.0,-20077860.0,454096.5,456967.5,-232551.0,823977.0,-20824320.0,20978875.5,-1073754.0,457924.5,-369880.5,-5742.0,-1339321.5,1048393.5,-17226.0
"v,d",-16334263.0,16709168.0,257409.0,135661.5,326206.0,-37490.5,16373299.5,-16503936.5,-407371.0,671350.5,-1009151.5,112085.0,-99717.0,113631.0,-6570.5,-126385.5,357899.0,-92373.5,446794.0,64159.0,992918.5,-15988732.0,16217540.0,-366788.5,-369107.5,187839.0,-665553.0,16820480.0,-16945319.5,867306.0,-369880.5,298764.5,4638.0,1081813.5,-846821.5,13914.0
"v,h",-253572.0,259392.0,3996.0,2106.0,5064.0,-582.0,254178.0,-256206.0,-6324.0,10422.0,-15666.0,1740.0,-1548.0,1764.0,-102.0,-1962.0,5556.0,-1434.0,6936.0,996.0,15414.0,-248208.0,251760.0,-5694.0,-5730.0,2916.0,-10332.0,261120.0,-263058.0,13464.0,-5742.0,4638.0,72.0,16794.0,-13146.0,216.0
"v,l",-59145669.0,60503184.0,932067.0,491224.5,1181178.0,-135751.5,59287018.5,-59760049.5,-1475073.0,2430931.5,-3654094.5,405855.0,-361071.0,411453.0,-23791.5,-457636.5,1295937.0,-334480.5,1617822.0,232317.0,3595315.5,-57894516.0,58723020.0,-1328125.5,-1336522.5,680157.0,-2409939.0,60906240.0,-61358278.5,3140478.0,-1339321.5,1081813.5,16794.0,3917200.5,-3066304.5,50382.0
"v,r",46298021.0,-47360656.0,-729603.0,-384520.5,-924602.0,106263.5,-46408666.5,46778945.5,1154657.0,-1902883.5,2860350.5,-317695.0,282639.0,-322077.0,18623.5,358228.5,-1014433.0,261824.5,-1266398.0,-181853.0,-2814339.5,45318644.0,-45967180.0,1039629.5,1046202.5,-532413.0,1886451.0,-47676160.0,48030006.5,-2458302.0,1048393.5,-846821.5,-13146.0,-3066304.5,2400240.5,-39438.0
"v,v",-760716.0,778176.0,11988.0,6318.0,15192.0,-1746.0,762534.0,-768618.0,-18972.0,31266.0,-46998.0,5220.0,-4644.0,5292.0,-306.0,-5886.0,16668.0,-4302.0,20808.0,2988.0,46242.0,-744624.0,755280.0,-17082.0,-17190.0,8748.0,-30996.0,783360.0,-789174.0,40392.0,-17226.0,13914.0,216.0,50382.0,-39438.0,648.0
