,"a,a","a,d","a,h","a,l","a,r","a,v","d,a","d,d","d,h","d,l","d,r","d,v","h,a","h,d","h,h","h,l","h,r","h,v","l,a","l,d","l,h","l,l","l,r","l,v","r,a","r,d","r,h","r,l","r,r","r,v","v,a","v,d","v,h","v,l","v,r","v,v"
"h,h",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76440.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"h,l",1144605133.7543411,-1157988068.4579067,0.0,0.0,0.0,0.0,-1143550933.3582401,1154416223.430304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9688802.0,0.0,0.0,0.0,0.0,0.0,1129939117.244558,-1136838545.8500104,0.0,0.0,0.0,0.0,-1175039733.511597,1186160314.3872554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"h,r",-1144602128.0675504,1157985027.6280017,0.0,0.0,0.0,0.0,1143547930.4396682,-1154413191.9799876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9688802.0,0.0,0.0,0.0,0.0,-1129936150.0701332,1136835560.5578978,0.0,0.0,0.0,0.0,1175036647.9047112,-1186157199.5782363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"h,v",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132612.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l,a",-1859394354.6405153,1881134736.9805875,0.0,0.0,0.0,0.0,1857681821.4642537,-1875332326.8008523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25568400.5,0.0,0.0,-1835569624.609898,1846777645.8049836,0.0,0.0,0.0,0.0,1908834918.2946968,-1926900139.820301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l,d",3419251331.666416,-3459229849.984432,0.0,0.0,0.0,0.0,-3416102144.228766,3448559763.413179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86461250.0,0.0,3375439893.990233,-3396050390.7905354,0.0,0.0,0.0,0.0,-3510167878.0629225,3543388121.3125305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l,h",-6108884845.321476,6180311055.623477,0.0,0.0,0.0,0.0,6103258460.611143,-6161247721.627113,0.0,0.0,-420606222.58248115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275984018.0,-6030610684.778459,6067433702.259374,0.0,0.0,0.0,-316256336.28833956,6271317687.659388,-6330669464.074963,0.0,0.0,0.0,0.0,0.0,-318018209.64990205,0.0
"l,l",133500515770.01361,-135061428466.23544,-4089797770.6296196,535194569.9514936,-2778895568.2016163,1147907230.4558291,-133377559571.00778,134644827894.23999,3952473015.403616,-5605279776.334518,9191718140.478603,-2800970678.718321,-531854667.4664041,0.0,0.0,1129939117.244558,-1129936150.0701332,0.0,-1835569624.609898,3375439893.990233,-6030610684.778459,131803128737.99998,-132594663209.65953,4773615789.158693,2106891101.2745125,-2329692737.919845,6911307886.636744,-137050241911.39154,138347285965.08813,-5178922118.56422,4063361942.650316,-4501010875.836132,0.0,-6209008380.233218,6949810986.37518,0.0
"l,r",-134315672324.27817,135886115981.54245,4114770149.4935627,-538462477.6370249,2795863554.6020145,-1154916372.6842396,134191965352.50613,-135466971638.9495,-3976606886.8383517,5639505715.626264,-9247842937.030518,2818073456.1412106,535102181.6471271,0.0,0.0,-1136838545.8500104,1136835560.5578978,0.0,1846777645.8049836,-3396050390.7905354,6067433702.259374,-132594663209.65953,133417633360.5,-4802763573.162625,-2119755816.2939563,2343917883.7462854,-6953508457.0977745,137887073157.42258,-139192036985.477,5210544710.31691,-4088172903.872452,4528494129.32835,0.0,6246920697.256363,-6992246657.456837,0.0
"l,v",4835574815.894478,-4892113250.073022,0.0,0.0,0.0,0.0,-4831121170.933355,4877023396.50494,0.0,0.0,332936846.712021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4773615789.158693,-4802763573.162625,172924204.5,0.0,0.0,0.0,-4964150845.983712,5011131590.027891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"r,a",2134237441.6250954,-2159191340.1188526,0.0,0.0,0.0,0.0,-2132271773.3871865,2152531256.9436584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2106891101.2745125,-2119755816.2939563,0.0,33685632.0,0.0,0.0,-2190985974.7281427,2211721475.0134096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"r,d",-2359930926.540463,2387523674.959389,0.0,0.0,0.0,0.0,2357757390.8430557,-2380159294.6183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2329692737.919845,2343917883.7462854,0.0,0.0,41186888.0,0.0,2422680560.5284986,-2445608819.3277493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"r,h",7001013034.482927,-7082870172.404172,0.0,0.0,0.0,0.0,-6994564984.848505,7061022870.78219,0.0,0.0,482030635.90887105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-316256336.28833956,6911307886.636744,-6953508457.0977745,0.0,0.0,0.0,362477812.5,-7187167214.047663,7255186594.151543,0.0,0.0,0.0,0.0,-325611840.15285003,364460893.81875,0.0
"r,l",-138829082098.3246,140452297376.5742,4253038778.085477,-556556433.2229116,2889812962.559228,-1193725029.5928264,138701218200.96185,-140019068525.8977,-4110232815.0715384,5829010036.136578,-9558598219.556805,2912769183.459024,553083221.2009404,0.0,0.0,-1175039733.511597,1175036647.9047112,0.0,1908834918.2946968,-3510167878.0629225,6271317687.659388,-137050241911.39154,137887073157.42258,-4964150845.983712,-2190985974.7281427,2422680560.5284986,-7187167214.047663,142534749280.5,-143869307249.83557,5385634653.409124,-4225547785.172838,4680665125.544464,0.0,6456835984.465876,-7227207134.221724,0.0
"r,r",140142961102.87393,-141781538497.1999,-4293289554.591423,561823685.5982908,-2917162164.3345203,1205022448.1875262,-140013887101.0602,141344209566.89685,4149132075.355514,-5884175811.117123,9649060832.4602,-2940335643.003424,-558317603.0835073,0.0,0.0,1186160314.3872554,-1186157199.5782363,0.0,-1926900139.820301,3543388121.3125305,-6330669464.074963,138347285965.08813,-139192036985.477,5011131590.027891,2211721475.0134096,-2445608819.3277493,7255186594.151543,-143869307249.83557,145245408392.0,-5436604321.942124,4265538386.808614,-4724962959.563335,0.0,-6517943506.806223,7295605452.294979,0.0
"r,v",-5246141808.664839,5307480667.980014,0.0,0.0,0.0,0.0,5241310024.663681,-5291109602.552675,0.0,0.0,-361205022.7079437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5178922118.56422,5210544710.31691,0.0,0.0,0.0,0.0,5385634653.409124,-5436604321.942124,203535488.00000003,0.0,0.0,0.0,0.0,0.0,0.0
"v,a",4116102247.350499,-4164228475.3263483,0.0,0.0,0.0,0.0,-4112311248.6106825,4151383801.725262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4063361942.650316,-4088172903.872452,0.0,0.0,0.0,0.0,-4225547785.172838,4265538386.808614,0.0,125294450.0,0.0,0.0,0.0,0.0,0.0
"v,d",-4559431633.917949,4612741350.991955,0.0,0.0,0.0,0.0,4555232321.427621,-4598513227.484686,0.0,0.0,-313923959.155004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4501010875.836132,4528494129.32835,0.0,0.0,0.0,0.0,4680665125.544464,-4724962959.563335,0.0,0.0,153738112.5,0.0,0.0,0.0,0.0
"v,h",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284258.0,0.0,0.0,0.0
"v,l",-6289598049.202236,6363137191.672966,0.0,0.0,0.0,0.0,6283805224.620633,-6343509925.592373,0.0,0.0,-433048607.7279916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6209008380.233218,6246920697.256363,0.0,0.0,0.0,-325611840.15285003,6456835984.465876,-6517943506.806223,0.0,0.0,0.0,0.0,292553860.5,-327425833.3019124,0.0
"v,r",7040015884.2413645,-7122329050.688234,0.0,0.0,0.0,0.0,-7033531912.332567,7100360037.105627,0.0,0.0,484716042.7748085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-318018209.64990205,6949810986.37518,-6992246657.456837,0.0,0.0,0.0,364460893.81875,-7227207134.221724,7295605452.294979,0.0,0.0,0.0,0.0,-327425833.3019124,366527812.5,0.0
"v,v",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242208.0
