,"a,a","a,d","a,h","a,l","a,r","a,v","d,a","d,d","d,h","d,l","d,r","d,v","h,a","h,d","h,h","h,l","h,r","h,v","l,a","l,d","l,h","l,l","l,r","l,v","r,a","r,d","r,h","r,l","r,r","r,v","v,a","v,d","v,h","v,l","v,r","v,v"
"l,a",-1859581795.0,1881324410.5,56968441.5,-7454917.5,38708363.0,-15989636.0,1857869130.5,-1875521374.0,-55055549.0,78078193.5,-128035079.5,39015856.0,7408436.0,1490983.5,-1398020.5,-15739351.0,15739351.0,-1841382.5,25568400.5,-47017825.0,84002797.0,-1835754663.0,1846963855.5,-66493573.5,-29347704.0,32451238.0,-96270337.5,1909027384.5,-1927094386.0,72139288.0,-56600165.0,62696392.5,2695927.0,86487769.5,-96806662.5,2488548.0
"l,d",3419591750.0,-3459574325.0,-104759475.0,13708875.0,-71180950.0,29403400.0,-3416442325.0,3448903100.0,101241850.0,-143578275.0,235444175.0,-71746400.0,-13623400.0,-2741775.0,2570825.0,28943150.0,-28943150.0,3386125.0,-47017825.0,86461250.0,-154473050.0,3375775950.0,-3396388575.0,122275275.0,53967600.0,-59674700.0,177031875.0,-3510517425.0,3543740900.0,-132657200.0,104082250.0,-115292625.0,-4957550.0,-159042675.0,178018125.0,-4576200.0
"l,h",-6109497230.0,6180930737.0,187164951.0,-24492495.0,127173022.0,-52532584.0,6103870417.0,-6161865356.0,-180880306.0,256519239.0,-420648323.0,128183264.0,24339784.0,4898499.0,-4593077.0,-51710294.0,51710294.0,-6049705.0,84002797.0,-154473050.0,275984018.0,-6031215222.0,6068042067.0,-218458959.0,-96419376.0,106615772.0,-316287975.0,6271946493.0,-6331304084.0,237007472.0,-185955010.0,205983645.0,8857238.0,284148183.0,-318050025.0,8175912.0
"l,l",133513864170.0,-135074935923.0,-4090208229.0,535246605.0,-2779174938.0,1148020536.0,-133390898643.0,134658290724.0,3952866774.0,-5605841781.0,9192635817.0,-2801252256.0,-531909336.0,-107049321.0,100374783.0,1130050626.0,-1130050626.0,132207195.0,-1835754663.0,3375775950.0,-6031215222.0,131803128738.0,-132607923993.0,4774091661.0,2107100304.0,-2329927188.0,6911997525.0,-137063948247.0,138361119036.0,-5179441488.0,4063766790.0,-4501462455.0,-193561602.0,-6209630757.0,6950504475.0,-178672248.0
"l,r",-134329105245.0,135899708965.5,4115183206.5,-538514842.5,2796144693.0,-1155030396.0,134205388885.5,-135480519714.0,-3977003139.0,5640071278.5,-9248766424.5,2818356816.0,535157196.0,107702968.5,-100987675.5,-1136950761.0,1136950761.0,-133014457.5,1846963855.5,-3396388575.0,6068042067.0,-132607923993.0,133417633360.5,-4803242458.5,-2119966344.0,2344153818.0,-6954202462.5,137900866279.5,-139205957646.0,5211067368.0,-4088580315.0,4528948567.5,194743497.0,6247547014.5,-6992944537.5,179763228.0
"l,v",4836056865.0,-4892601043.5,-148153000.5,19387372.5,-100665561.0,41582892.0,-4831602883.5,4877509578.0,143178303.0,-203051344.5,332969986.5,-101465232.0,-19266492.0,-3877474.5,3635713.5,40931997.0,-40931997.0,4788727.5,-66493573.5,122275275.0,-218458959.0,4774091661.0,-4803242458.5,172924204.5,76322088.0,-84393186.0,250362112.5,-4964645821.5,5011631142.0,-187606536.0,147195255.0,-163049197.5,-7011069.0,-224921416.5,251756887.5,-6471756.0
"r,a",2134449360.0,-2159405784.0,-65389032.0,8556840.0,-44429904.0,18353088.0,-2132483544.0,2152744992.0,63193392.0,-89619048.0,146960136.0,-44782848.0,-8503488.0,-1711368.0,1604664.0,18065808.0,-18065808.0,2113560.0,-29347704.0,53967600.0,-96419376.0,2107100304.0,-2119966344.0,76322088.0,33685632.0,-37247904.0,110500200.0,-2191203576.0,2211941088.0,-82802304.0,64966320.0,-71963640.0,-3094416.0,-99271656.0,111115800.0,-2856384.0
"r,d",-2360168420.0,2387763998.0,72303954.0,-9461730.0,49128388.0,-20293936.0,2357994718.0,-2380398824.0,-69876124.0,99096306.0,-162501242.0,49518656.0,9402736.0,1892346.0,-1774358.0,-19976276.0,19976276.0,-2337070.0,32451238.0,-59674700.0,106615772.0,-2329927188.0,2344153818.0,-84393186.0,-37247904.0,41186888.0,-122185650.0,2422924422.0,-2445854936.0,91558688.0,-71836540.0,79573830.0,3421652.0,109769682.0,-122866350.0,3158448.0
"r,h",7001711625.0,-7083577087.5,-214498012.5,28069312.5,-145745025.0,60204300.0,-6995263087.5,7061727450.0,207295575.0,-293980612.5,482078662.5,-146902800.0,-27894300.0,-5613862.5,5263837.5,59261925.0,-59261925.0,6933187.5,-96270337.5,177031875.0,-316287975.0,6911997525.0,-6954202462.5,250362112.5,110500200.0,-122185650.0,362477812.5,-7187884537.5,7255910550.0,-271619400.0,213111375.0,-236064937.5,-10150725.0,-325644412.5,364497187.5,-9369900.0
"r,l",-138842966355.0,140466347074.5,4253465713.5,-556610557.5,2890103547.0,-1193842884.0,138715092754.5,-140033071806.0,-4110642381.0,5829594601.5,-9559552735.5,2913062064.0,553140084.0,111322111.5,-104381164.5,-1175155719.0,1175155719.0,-137484142.5,1909027384.5,-3510517425.0,6271946493.0,-137063948247.0,137900866279.5,-4964645821.5,-2191203576.0,2422924422.0,-7187884537.5,142534749280.5,-143883695634.0,5386174872.0,-4225968885.0,4681134832.5,201287463.0,6457483345.5,-7227928462.5,185803812.0
"r,r",140156973740.0,-141795718106.0,-4293720438.0,561878310.0,-2917455436.0,1205141392.0,-140027889946.0,141358342328.0,4149545428.0,-5884765782.0,9650024174.0,-2940631232.0,-558374992.0,-112375662.0,105369026.0,1186277372.0,-1186277372.0,138785290.0,-1927094386.0,3543740900.0,-6331304084.0,138361119036.0,-139205957646.0,5011631142.0,2211941088.0,-2445854936.0,7255910550.0,-143883695634.0,145245408392.0,-5437149536.0,4265963380.0,-4725437010.0,-203192444.0,-6518596854.0,7296333450.0,-187562256.0
"r,v",-5246667920.0,5308013048.0,160732104.0,-21033480.0,109212688.0,-45113536.0,5241835768.0,-5291640224.0,-155335024.0,220291656.0,-361241192.0,110080256.0,20902336.0,4206696.0,-3944408.0,-44407376.0,44407376.0,-5195320.0,72139288.0,-132657200.0,237007472.0,-5179441488.0,5211067368.0,-187606536.0,-82802304.0,91558688.0,-271619400.0,5386174872.0,-5437149536.0,203535488.0,-159693040.0,176893080.0,7606352.0,244018632.0,-273132600.0,7021248.0
"v,a",4116512350.0,-4164643465.0,-126109695.0,16502775.0,-85687790.0,35395880.0,-4112721065.0,4151797420.0,121875170.0,-172839855.0,283428235.0,-86368480.0,-16399880.0,-3300555.0,3094765.0,34841830.0,-34841830.0,4076225.0,-56600165.0,104082250.0,-185955010.0,4063766790.0,-4088580315.0,147195255.0,64966320.0,-71836540.0,213111375.0,-4225968885.0,4265963380.0,-159693040.0,125294450.0,-138789525.0,-5967910.0,-191455935.0,214298625.0,-5508840.0
"v,d",-4559889075.0,4613204242.5,139692577.5,-18280237.5,94916955.0,-39208260.0,4555689442.5,-4598974590.0,-135001965.0,191455897.5,-313955407.5,95670960.0,18166260.0,3656047.5,-3428092.5,-38594535.0,38594535.0,-4515262.5,62696392.5,-115292625.0,205983645.0,-4501462455.0,4528948567.5,-163049197.5,-71963640.0,79573830.0,-236064937.5,4681134832.5,-4725437010.0,176893080.0,-138789525.0,153738112.5,6610695.0,212077057.5,-237380062.5,6102180.0
"v,h",-196073930.0,198366467.0,6006741.0,-786045.0,4081402.0,-1685944.0,195893347.0,-197754596.0,-5805046.0,8232549.0,-13499993.0,4113824.0,781144.0,157209.0,-147407.0,-1659554.0,1659554.0,-194155.0,2695927.0,-4957550.0,8857238.0,-193561602.0,194743497.0,-7011069.0,-3094416.0,3421652.0,-10150725.0,201287463.0,-203192444.0,7606352.0,-5967910.0,6610695.0,284258.0,9119253.0,-10207275.0,262392.0
"v,l",-6290228505.0,6363775159.5,192701668.5,-25217032.5,130935057.0,-54086604.0,6284435239.5,-6344145786.0,-186231111.0,264107596.5,-433091950.5,131975184.0,25059804.0,5043406.5,-4728949.5,-53239989.0,53239989.0,-6228667.5,86487769.5,-159042675.0,284148183.0,-6209630757.0,6247547014.5,-224921416.5,-99271656.0,109769682.0,-325644412.5,6457483345.5,-6518596854.0,244018632.0,-191455935.0,212077057.5,9119253.0,292553860.5,-327458587.5,8417772.0
"v,r",7040718375.0,-7123039912.5,-215692987.5,28225687.5,-146556975.0,60539700.0,-7034233912.5,7101068550.0,208450425.0,-295618387.5,484764337.5,-147721200.0,-28049700.0,-5645137.5,5293162.5,59592075.0,-59592075.0,6971812.5,-96806662.5,178018125.0,-318050025.0,6950504475.0,-6992944537.5,251756887.5,111115800.0,-122866350.0,364497187.5,-7227928462.5,7296333450.0,-273132600.0,214298625.0,-237380062.5,-10207275.0,-327458587.5,366527812.5,-9422100.0
"v,v",-180991320.0,183107508.0,5544684.0,-725580.0,3767448.0,-1556256.0,180824628.0,-182542704.0,-5358504.0,7599276.0,-12461532.0,3797376.0,721056.0,145116.0,-136068.0,-1531896.0,1531896.0,-179220.0,2488548.0,-4576200.0,8175912.0,-178672248.0,179763228.0,-6471756.0,-2856384.0,3158448.0,-9369900.0,185803812.0,-187562256.0,7021248.0,-5508840.0,6102180.0,262392.0,8417772.0,-9422100.0,242208.0
