,"a,a","a,d","a,h","a,l","a,r","a,v","d,a","d,d","d,h","d,l","d,r","d,v","h,a","h,d","h,h","h,l","h,r","h,v","l,a","l,d","l,h","l,l","l,r","l,v","r,a","r,d","r,h","r,l","r,r","r,v","v,a","v,d","v,h","v,l","v,r","v,v"
"l,a",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l,d",1435014507.935266,-1445654780.3923497,0.0,0.0,0.0,0.0,-1422491783.0322373,1452940341.2616577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40356128.0,0.0,1411330489.110392,-1415664605.2181263,0.0,0.0,0.0,0.0,-1473852821.3903694,1482063644.5160642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l,h",-2635533063.976129,2655074880.2520566,0.0,0.0,0.0,0.0,2612533954.6615686,-2668455467.317537,0.0,0.0,-182158206.70614722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136125000.0,-2592035235.6576033,2599995229.2596793,0.0,0.0,0.0,-166047594.39700973,2706863115.826436,-2721943030.1503315,0.0,0.0,0.0,0.0,149548824.3039542,-143370649.57477775,0.0
"l,l",50189900615.485214,-50562046133.28572,-1217940117.3659043,-734878211.7128834,-651618761.3076472,770546907.5953766,-49751915971.51251,50816859986.3669,1158253178.5390048,-1572028421.5421348,3468938567.238284,-607004263.3546528,0.0,0.0,0.0,309006784.405596,-349528340.3090263,0.0,0.0,1411330489.110392,-2592035235.6576033,49366475762.0,-49513134151.4824,1843965444.612317,208467070.7087071,-692305926.6943569,3162135347.160121,-51548277887.33114,51835452960.758514,-1869877323.369168,1348178981.4445338,-1113787257.7080333,0.0,-2847940225.676716,2730285858.1714535,0.0
"l,r",-50344030961.52798,50717319317.163574,1221680342.578728,737134981.1354988,653619845.6672349,-772913213.5670915,49904701291.484634,-50972915689.17673,-1161810108.5400639,1576856031.9097974,-3479591481.3753347,608868339.1144294,0.0,0.0,0.0,-309955726.7637721,350601722.07200575,0.0,0.0,-1415664605.2181263,2599995229.2596793,-49513134151.4824,49670161744.5,-1849628158.198501,-209107261.29266095,694431959.0375751,-3171846085.9611473,51706579733.14425,-51994636704.98093,1875619610.867964,-1352319162.8440845,1117207635.3797488,0.0,2856686089.0291166,-2738670411.617265,0.0
"l,v",1874909658.3450913,-1888811642.9498248,0.0,0.0,0.0,0.0,-1858548166.708612,1898330549.1107826,0.0,0.0,129586756.38217221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1843965444.612317,-1849628158.198501,68890322.0,0.0,0.0,118125719.13200971,-1925653625.4672441,1936381427.518389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"r,a",211965427.801631,-213537098.2563343,0.0,0.0,0.0,0.0,-210115701.0387718,214613245.58237284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208467070.7087071,-209107261.29266095,0.0,880464.5,0.0,0.0,-217702219.78665403,218915037.23617902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"r,d",-703923748.832333,709143166.7780018,0.0,0.0,0.0,0.0,697780923.5074644,-712716983.8318911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-692305926.6943569,694431959.0375751,0.0,0.0,9710824.5,0.0,722975271.345082,-727002961.215285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"r,h",3215200220.1057453,-3239040122.877121,0.0,0.0,0.0,0.0,-3187142616.755258,3255363676.9473867,0.0,0.0,222222636.5887764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-166047594.39700973,3162135347.160121,-3171846085.9611473,118125719.13200971,0.0,0.0,202588320.5,-3302218820.4596405,3320615456.992793,-119785652.251925,0.0,0.0,0.0,-182441047.46517223,174904026.19804585,0.0
"r,l",-52413327139.29097,52801958806.79033,1271895202.5147347,767433520.4027557,680485653.2419919,-804682349.4115845,51955939654.058136,-53068060984.26947,-1209564115.737557,1641669716.8173041,-3622613508.318078,633894720.6501863,0.0,0.0,0.0,-322695870.6977651,365012542.7700127,0.0,0.0,-1473852821.3903694,2706863115.826436,-51548277887.33114,51706579733.14425,-1925653625.4672441,-217702219.78665403,722975271.345082,-3302218820.4596405,53837273522.0,-54131777910.06267,1952713407.6414711,-1407903684.4118276,1163128342.274006,0.0,2974104767.9111233,-2851238279.2805085,0.0
"r,r",52705321395.67908,-53096118127.31445,-1278980921.2464323,-771708886.8484113,-684276633.7651753,809165228.8056484,-52245385808.16304,53363702758.04738,1216302588.4460764,-1650815446.6230626,3642795061.278756,-637426143.4337809,0.0,0.0,0.0,324493606.9970679,-367046024.9367544,0.0,0.0,1482063644.5160642,-2721943030.1503315,51835452960.758514,-51994636704.98093,1936381427.518389,218915037.23617902,-727002961.215285,3320615456.992793,-54131777910.06267,54438780578.00001,-1963591959.5396962,1415747105.3850055,-1169608121.6347613,115151099.14305541,-2990673483.4948435,2867122506.5667253,0.0
"r,v",-1901256373.1867442,1915353712.068791,0.0,0.0,0.0,0.0,1884664965.6418533,-1925006380.359502,0.0,0.0,-131407742.95811251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1869877323.369168,1875619610.867964,0.0,0.0,0.0,-119785652.251925,1952713407.6414711,-1963591959.5396962,70840704.5,0.0,0.0,0.0,0.0,0.0,0.0
"v,a",1370803233.2567077,-1380967395.226008,0.0,0.0,0.0,0.0,-1358840851.2101955,1387926955.8021991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348178981.4445338,-1352319162.8440845,0.0,0.0,0.0,0.0,-1407903684.4118276,1415747105.3850055,0.0,36825362.0,0.0,0.0,0.0,0.0,0.0
"v,d",-1132478101.9730594,1140875142.9006255,0.0,0.0,0.0,0.0,1122595475.941638,-1146624728.0799675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1113787257.7080333,1117207635.3797488,0.0,0.0,0.0,0.0,1163128342.274006,-1169608121.6347613,0.0,0.0,25134050.0,0.0,0.0,0.0,0.0
"v,h",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115151099.14305541,0.0,0.0,0.0,243602.0,0.0,0.0,0.0
"v,l",-2895732483.009392,2917203612.679844,0.0,0.0,0.0,0.0,2870462730.6270065,-2931905230.7838492,0.0,0.0,-200142219.20245975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149548824.3039542,-2847940225.676716,2856686089.0291166,0.0,0.0,0.0,-182441047.46517223,2974104767.9111233,-2990673483.4948435,0.0,0.0,0.0,0.0,164330320.5,-157525266.04899025,0.0
"v,r",2776103717.3909273,-2796687829.786889,0.0,0.0,0.0,0.0,-2751877911.3353763,2810782093.295519,0.0,0.0,191873925.50690836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-143370649.57477775,2730285858.1714535,-2738670411.617265,0.0,0.0,0.0,174904026.19804585,-2851238279.2805085,2867122506.5667253,0.0,0.0,0.0,0.0,-157525266.04899025,151032200.0,0.0
"v,v",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145800.0
