,"a,a","a,d","a,h","a,l","a,r","a,v","d,a","d,d","d,h","d,l","d,r","d,v","h,a","h,d","h,h","h,l","h,r","h,v","l,a","l,d","l,h","l,l","l,r","l,v","r,a","r,d","r,h","r,l","r,r","r,v","v,a","v,d","v,h","v,l","v,r","v,v"
"l,v",1875092679.0,-1888996340.0,-45502357.0,-27455182.0,-24344612.0,28787445.0,-1858729907.0,1898515858.0,43272137.0,-58731083.0,129599258.0,-22677816.0,3556614.0,1819390.0,1185538.0,11544323.0,-13058525.0,-2734954.0,-1948508.0,52727096.0,-96838500.0,1844145442.0,-1849809027.0,68890322.0,7788163.0,-25864683.0,118137101.0,-1925841922.0,1936570454.0,-69858707.0,50367758.0,-41611210.0,4096562.0,-106399101.0,102003220.0,-3169260.0
"r,a",211982278.5,-213554110.0,-5144115.5,-3103853.0,-2752198.0,3254467.5,-210132440.5,214630307.0,4891985.5,-6639644.5,14651407.0,-2563764.0,402081.0,205685.0,134027.0,1305104.5,-1476287.5,-309191.0,-220282.0,5960884.0,-10947750.0,208483643.0,-209123920.5,7788163.0,880464.5,-2924044.5,13355591.5,-217719563.0,218932441.0,-7897640.5,5694157.0,-4704215.0,463123.0,-12028591.5,11531630.0,-358290.0
"r,d",-703998418.5,709218510.0,17083735.5,10307973.0,9140118.0,-10808167.5,697855060.5,-712792587.0,-16246405.5,22050424.5,-48657687.0,8514324.0,-1335321.0,-683085.0,-445107.0,-4334284.5,4902787.5,1026831.0,731562.0,-19796244.0,36357750.0,-692379363.0,694505740.5,-25864683.0,-2924044.5,9710824.5,-44354251.5,723052083.0,-727080081.0,26228260.5,-18910437.0,15622815.0,-1538043.0,39947251.5,-38296830.0,1189890.0
"r,h",3215517169.5,-3239359970.0,-78030068.5,-47081731.0,-41747546.0,49366372.5,-3187457343.5,3255684589.0,74205558.5,-100715451.5,222244289.0,-38889228.0,6099087.0,3119995.0,2033029.0,19796871.5,-22393512.5,-4690057.0,-3341414.0,90419468.0,-166064250.0,3162447061.0,-3172159303.5,118137101.0,13355591.5,-44354251.5,202588320.5,-3302544901.0,3320942807.0,-119797743.5,86373539.0,-71357305.0,7025021.0,-182459320.5,174921010.0,-5434830.0
"r,l",-52418568879.0,52807248340.0,1272026957.0,767514782.0,680558212.0,-804758445.0,51961144507.0,-53073368258.0,-1209680737.0,1641838483.0,-3622971658.0,633962616.0,-99425814.0,-50861390.0,-33141938.0,-322723723.0,365053525.0,76456154.0,54470908.0,-1473995896.0,2707138500.0,-51553433042.0,51711759627.0,-1925841922.0,-217719563.0,723052083.0,-3302544901.0,53837273522.0,-54137191654.0,1952913307.0,-1408040158.0,1163249210.0,-114520162.0,2974406901.0,-2851519220.0,88597260.0
"r,r",52710583653.0,-53101428380.0,-1279113199.0,-771790474.0,-684349484.0,809241615.0,-52250611049.0,53369030806.0,1216419659.0,-1650984881.0,3643154606.0,-637494312.0,99979698.0,51144730.0,33326566.0,324521561.0,-367087175.0,-76882078.0,-54774356.0,1482207272.0,-2722219500.0,51840628294.0,-51999836889.0,1936570454.0,218932441.0,-727080081.0,3320942807.0,-54137191654.0,54438780578.0,-1963792649.0,1415884106.0,-1169729470.0,115158134.0,-2990976807.0,2867404540.0,-89090820.0
"r,v",-1901450686.5,1915549790.0,46141979.5,27841117.0,24686822.0,-29192107.5,1884857904.5,-1925203123.0,-43880409.5,59556660.5,-131421023.0,22996596.0,-3606609.0,-1844965.0,-1202203.0,-11706600.5,13242087.5,2773399.0,1975898.0,-53468276.0,98199750.0,-1870068427.0,1875811624.5,-69858707.0,-7897640.5,26228260.5,-119797743.5,1952913307.0,-1963792649.0,70840704.5,-51075773.0,42196135.0,-4154147.0,107894743.5,-103437070.0,3213810.0
"v,a",1370935881.0,-1381101260.0,-33268123.0,-20073298.0,-17799068.0,21047355.0,-1358972573.0,1388061262.0,31637543.0,-42940037.0,94753862.0,-16580424.0,2600346.0,1330210.0,866782.0,8440397.0,-9547475.0,-1999606.0,-1424612.0,38550344.0,-70801500.0,1348309438.0,-1352450253.0,50367758.0,5694157.0,-18910437.0,86373539.0,-1408040158.0,1415884106.0,-51075773.0,36825362.0,-30423190.0,2995118.0,-77791539.0,74577580.0,-2317140.0
"v,d",-1132595595.0,1140993700.0,27484385.0,16583510.0,14704660.0,-17388225.0,1122712135.0,-1146743690.0,-26137285.0,35474815.0,-78280690.0,13697880.0,-2148270.0,-1098950.0,-716090.0,-6973015.0,7887625.0,1651970.0,1176940.0,-31848280.0,58492500.0,-1113902810.0,1117323735.0,-41611210.0,-4704215.0,15622815.0,-71357305.0,1163249210.0,-1169729470.0,42196135.0,-30423190.0,25134050.0,-2474410.0,64267305.0,-61612100.0,1914300.0
"v,h",111502359.0,-112329140.0,-2705797.0,-1632622.0,-1447652.0,1711845.0,-110529347.0,112895218.0,2573177.0,-3492443.0,7706618.0,-1348536.0,211494.0,108190.0,70498.0,686483.0,-776525.0,-162634.0,-115868.0,3135416.0,-5758500.0,109662082.0,-109998867.0,4096562.0,463123.0,-1538043.0,7025021.0,-114520162.0,115158134.0,-4154147.0,2995118.0,-2474410.0,243602.0,-6327021.0,6065620.0,-188460.0
"v,l",-2896026169.5,2917499970.0,70277068.5,42403731.0,37599546.0,-44461372.5,2870754343.5,-2932202589.0,-66832558.5,90708451.5,-200162289.0,35025228.0,-5493087.0,-2809995.0,-1831029.0,-17829871.5,20168512.5,4224057.0,3009414.0,-81435468.0,149564250.0,-2848229061.0,2856976303.5,-106399101.0,-12028591.5,39947251.5,-182459320.5,2974406901.0,-2990976807.0,107894743.5,-77791539.0,64267305.0,-6327021.0,164330320.5,-157541010.0,4894830.0
"v,r",2776376790.0,-2796963400.0,-67373570.0,-40651820.0,-36046120.0,42624450.0,-2752149070.0,2811058580.0,64071370.0,-86960830.0,191892580.0,-33578160.0,5266140.0,2693900.0,1755380.0,17093230.0,-19335250.0,-4049540.0,-2885080.0,78070960.0,-143385000.0,2730554420.0,-2738940270.0,102003220.0,11531630.0,-38296830.0,174921010.0,-2851519220.0,2867404540.0,-103437070.0,74577580.0,-61612100.0,6065620.0,-157541010.0,151032200.0,-4692600.0
"v,v",-86262570.0,86902200.0,2093310.0,1263060.0,1119960.0,-1324350.0,85509810.0,-87340140.0,-1990710.0,2701890.0,-5962140.0,1043280.0,-163620.0,-83700.0,-54540.0,-531090.0,600750.0,125820.0,89640.0,-2425680.0,4455000.0,-84838860.0,85099410.0,-3169260.0,-358290.0,1189890.0,-5434830.0,88597260.0,-89090820.0,3213810.0,-2317140.0,1914300.0,-188460.0,4894830.0,-4692600.0,145800.0
