time_s,counts
1.1155,32.0
1.11555,33.0
1.1156,34.0
1.11565,22.0
1.1203,26.0
1.12035,33.0
1.1204,42.0
1.12045,37.0
1.1205,38.0
1.12055,35.0
1.1206,31.0
1.1253,23.0
1.12535,36.0
1.1254,43.0
1.12545,37.0
1.1255,40.0
1.12555,27.0
1.1256,41.0
1.1303,37.0
1.13035,37.0
1.1304,36.0
1.13045,37.0
1.1305,38.0
1.13055,42.0
1.1306,32.0
1.1353,25.0
1.13535,40.0
1.1354,39.0
1.13545,27.0
1.1355,36.0
1.13555,34.0
1.1356,37.0
1.1403,26.0
1.14035,40.0
1.1404,30.0
1.14045,37.0
1.1405,34.0
1.14055,35.0
1.1406,35.0
1.1453,23.0
1.14535,42.0
1.1454,35.0
1.14545,44.0
1.1455,34.0
1.14555,30.0
1.1456,29.0
1.1503,45.0
1.15035,37.0
1.1504,34.0
1.15045,33.0
1.1505,34.0
1.15055,45.0
1.1506,36.0
1.1553,33.0
1.15535,31.0
1.1554,46.0
1.15545,24.0
1.1555,43.0
1.15555,49.0
1.1556,31.0
1.1603,44.0
1.16035,32.0
1.1604,38.0
1.16045,38.0
1.1605,34.0
1.16055,27.0
1.1606,30.0
1.1653,29.0
1.16535,36.0
1.1654,35.0
1.16545,41.0
1.1655,34.0
1.16555,33.0
1.1656,24.0
1.1703,42.0
1.17035,30.0
1.1704,36.0
1.17045,38.0
1.1705,44.0
1.17055,24.0
1.1706,26.0
1.1753,33.0
1.17535,39.0
1.1754,34.0
1.17545,29.0
1.1755,35.0
1.17555,40.0
1.1756,31.0
1.1803,45.0
1.18035,40.0
1.1804,44.0
1.18045,40.0
1.1805,23.0
1.18055,39.0
1.1806,28.0
1.18525,21.0
1.1853,32.0
1.18535,41.0
1.1854,42.0
1.18545,29.0
1.1855,40.0
1.18555,39.0
1.1903,49.0
1.19035,26.0
1.1904,33.0
1.19045,37.0
1.1905,36.0
1.19055,39.0
1.1906,30.0
1.19525,23.0
1.1953,41.0
1.19535,37.0
1.1954,28.0
1.19545,37.0
1.1955,31.0
1.19555,35.0
1.1956,24.0
1.20025,22.0
1.2003,32.0
1.20035,40.0
1.2004,46.0
1.20045,43.0
1.2005,38.0
1.20055,32.0
1.20525,22.0
1.2053,41.0
1.20535,41.0
1.2054,31.0
1.20545,43.0
1.2055,36.0
1.20555,51.0
1.21025,27.0
1.2103,41.0
1.21035,35.0
1.2104,23.0
1.21045,41.0
1.2105,48.0
1.21055,36.0
1.21525,29.0
1.2153,34.0
1.21535,38.0
1.2154,35.0
1.21545,37.0
1.2155,38.0
1.21555,39.0
1.22025,32.0
1.2203,45.0
1.22035,35.0
1.2204,44.0
1.22045,33.0
1.2205,42.0
1.22055,32.0
1.22525,32.0
1.2253,30.0
1.22535,36.0
1.2254,37.0
1.22545,29.0
1.2255,35.0
1.22555,35.0
1.23025,34.0
1.2303,27.0
1.23035,38.0
1.2304,38.0
1.23045,43.0
1.2305,38.0
1.23055,35.0
1.23525,22.0
1.2353,30.0
1.23535,34.0
1.2354,39.0
1.23545,46.0
1.2355,39.0
1.23555,56.0
1.24025,31.0
1.2403,31.0
1.24035,30.0
1.2404,37.0
1.24045,41.0
1.2405,35.0
1.24055,39.0
1.24525,38.0
1.2453,39.0
1.24535,44.0
1.2454,39.0
1.24545,40.0
1.2455,42.0
1.24555,39.0
1.25025,35.0
1.2503,45.0
1.25035,42.0
1.2504,36.0
1.25045,36.0
1.2505,37.0
1.25055,33.0
1.25525,25.0
1.2553,29.0
1.25535,42.0
1.2554,33.0
1.25545,32.0
1.2555,45.0
1.25555,30.0
1.26025,31.0
1.2603,50.0
1.26035,35.0
1.2604,36.0
1.26045,34.0
1.2605,32.0
1.26055,42.0
1.26525,34.0
1.2653,39.0
1.26535,35.0
1.2654,32.0
1.26545,42.0
1.2655,44.0
1.26555,35.0
1.27025,37.0
1.2703,42.0
1.27035,29.0
1.2704,35.0
1.27045,33.0
1.2705,37.0
1.27055,27.0
1.2752,21.0
1.27525,28.0
1.2753,37.0
1.27535,41.0
1.2754,43.0
1.27545,49.0
1.2755,24.0
1.27555,25.0
1.28025,30.0
1.2803,44.0
1.28035,31.0
1.2804,29.0
1.28045,42.0
1.2805,32.0
1.28055,29.0
1.28525,30.0
1.2853,39.0
1.28535,45.0
1.2854,51.0
1.28545,30.0
1.2855,43.0
1.28555,24.0
1.29025,33.0
1.2903,46.0
1.29035,30.0
1.2904,31.0
1.29045,36.0
1.2905,39.0
1.29525,34.0
1.2953,34.0
1.29535,46.0
1.2954,38.0
1.29545,35.0
1.2955,26.0
1.3002,22.0
1.30025,44.0
1.3003,42.0
1.30035,39.0
1.3004,32.0
1.30045,48.0
1.3005,31.0
1.3052,24.0
1.30525,38.0
1.3053,25.0
1.30535,45.0
1.3054,34.0
1.30545,38.0
1.3055,46.0
1.3102,21.0
1.31025,41.0
1.3103,37.0
1.31035,31.0
1.3104,33.0
1.31045,40.0
1.3105,41.0
1.3152,24.0
1.31525,47.0
1.3153,45.0
1.31535,36.0
1.3154,31.0
1.31545,33.0
1.3155,40.0
1.31555,22.0
1.3202,23.0
1.32025,42.0
1.3203,41.0
1.32035,37.0
1.3204,32.0
1.32045,34.0
1.3205,35.0
1.3252,35.0
1.32525,44.0
1.3253,33.0
1.32535,38.0
1.3254,41.0
1.32545,37.0
1.3255,32.0
1.3302,28.0
1.33025,44.0
1.3303,40.0
1.33035,41.0
1.3304,41.0
1.33045,35.0
1.3305,37.0
1.3352,38.0
1.33525,34.0
1.3353,37.0
1.33535,36.0
1.3354,49.0
1.33545,39.0
1.3355,51.0
1.3402,30.0
1.34025,35.0
1.3403,30.0
1.34035,44.0
1.3404,25.0
1.34045,51.0
1.3405,41.0
1.3452,38.0
1.34525,39.0
1.3453,39.0
1.34535,39.0
1.3454,34.0
1.34545,27.0
1.3455,50.0
1.3502,38.0
1.35025,34.0
1.3503,43.0
1.35035,28.0
1.3504,50.0
1.35045,30.0
1.3505,34.0
1.3552,41.0
1.35525,32.0
1.3553,28.0
1.35535,31.0
1.3554,42.0
1.35545,36.0
1.3555,36.0
1.3602,37.0
1.36025,38.0
1.3603,36.0
1.36035,44.0
1.3604,39.0
1.36045,30.0
1.3605,39.0
1.3652,45.0
1.36525,37.0
1.3653,36.0
1.36535,39.0
1.3654,43.0
1.36545,35.0
1.3655,26.0
1.3702,43.0
1.37025,36.0
1.3703,35.0
1.37035,45.0
1.3704,42.0
1.37045,38.0
1.3705,32.0
1.3752,43.0
1.37525,47.0
1.3753,39.0
1.37535,37.0
1.3754,41.0
1.37545,34.0
1.3755,24.0
1.38015,23.0
1.3802,37.0
1.38025,35.0
1.3803,49.0
1.38035,44.0
1.3804,37.0
1.38045,45.0
1.3805,30.0
1.3852,23.0
1.38525,42.0
1.3853,32.0
1.38535,31.0
1.3854,36.0
1.38545,41.0
1.3855,21.0
1.39015,31.0
1.3902,43.0
1.39025,41.0
1.3903,40.0
1.39035,45.0
1.3904,42.0
1.39045,40.0
1.3905,30.0
1.3952,33.0
1.39525,33.0
1.3953,36.0
1.39535,38.0
1.3954,35.0
1.39545,36.0
1.3955,26.0
1.40015,28.0
1.4002,33.0
1.40025,34.0
1.4003,49.0
1.40035,36.0
1.4004,29.0
1.40045,39.0
1.40515,24.0
1.4052,27.0
1.40525,48.0
1.4053,34.0
1.40535,33.0
1.4054,42.0
1.40545,28.0
1.4055,21.0
1.41015,33.0
1.4102,40.0
1.41025,31.0
1.4103,42.0
1.41035,38.0
1.4104,39.0
1.41045,32.0
1.4105,21.0
1.41515,35.0
1.4152,39.0
1.41525,34.0
1.4153,36.0
1.41535,39.0
1.4154,45.0
1.41545,28.0
1.42015,38.0
1.4202,34.0
1.42025,34.0
1.4203,33.0
1.42035,37.0
1.4204,34.0
1.42045,31.0
1.42515,35.0
1.4252,36.0
1.42525,30.0
1.4253,32.0
1.42535,41.0
1.4254,37.0
1.42545,41.0
1.43015,32.0
1.4302,39.0
1.43025,42.0
1.4303,30.0
1.43035,30.0
1.4304,35.0
1.43045,45.0
1.43515,52.0
1.4352,38.0
1.43525,37.0
1.4353,37.0
1.43535,33.0
1.4354,30.0
1.43545,36.0
1.44015,29.0
1.4402,37.0
1.44025,28.0
1.4403,29.0
1.44035,40.0
1.4404,44.0
1.44045,34.0
1.44515,38.0
1.4452,45.0
1.44525,21.0
1.4453,43.0
1.44535,34.0
1.4454,30.0
1.44545,23.0
1.45015,39.0
1.4502,32.0
1.45025,40.0
1.4503,38.0
1.45035,34.0
1.4504,42.0
1.45045,37.0
1.45515,45.0
1.4552,23.0
1.45525,44.0
1.4553,36.0
1.45535,43.0
1.4554,43.0
1.45545,33.0
1.46015,28.0
1.4602,40.0
1.46025,44.0
1.4603,28.0
1.46035,38.0
1.4604,37.0
1.46045,39.0
1.46515,35.0
1.4652,42.0
1.46525,33.0
1.4653,42.0
1.46535,35.0
1.4654,37.0
1.46545,21.0
1.47015,33.0
1.4702,33.0
1.47025,44.0
1.4703,33.0
1.47035,32.0
1.4704,33.0
1.47045,21.0
1.47515,28.0
1.4752,35.0
1.47525,32.0
1.4753,33.0
1.47535,41.0
1.4754,38.0
1.48015,40.0
1.4802,27.0
1.48025,44.0
1.4803,37.0
1.48035,34.0
1.4804,45.0
1.48515,27.0
1.4852,33.0
1.48525,30.0
1.4853,41.0
1.48535,35.0
1.4854,42.0
1.48545,28.0
1.4901,26.0
1.49015,34.0
1.4902,41.0
1.49025,37.0
1.4903,31.0
1.49035,36.0
1.4904,34.0
1.4951,26.0
1.49515,44.0
1.4952,39.0
1.49525,39.0
1.4953,49.0
1.49535,32.0
1.4954,44.0
1.5001,28.0
1.50015,45.0
1.5002,38.0
1.50025,37.0
1.5003,33.0
1.50035,42.0
1.5004,34.0
1.5051,23.0
1.50515,27.0
1.5052,30.0
1.50525,53.0
1.5053,38.0
1.50535,33.0
1.5054,36.0
1.5101,28.0
1.51015,31.0
1.5102,37.0
1.51025,36.0
1.5103,28.0
1.51035,35.0
1.5104,37.0
1.5151,35.0
1.51515,24.0
1.5152,33.0
1.51525,35.0
1.5153,33.0
1.51535,32.0
1.5154,44.0
1.5201,38.0
1.52015,39.0
1.5202,40.0
1.52025,32.0
1.5203,32.0
1.52035,42.0
1.5204,44.0
1.5251,38.0
1.52515,30.0
1.5252,27.0
1.52525,35.0
1.5253,23.0
1.52535,55.0
1.5254,45.0
1.5301,42.0
1.53015,35.0
1.5302,45.0
1.53025,38.0
1.5303,39.0
1.53035,44.0
1.5304,36.0
1.5351,51.0
1.53515,39.0
1.5352,42.0
1.53525,44.0
1.5353,38.0
1.53535,33.0
1.5354,31.0
1.5401,37.0
1.54015,35.0
1.5402,32.0
1.54025,38.0
1.5403,33.0
1.54035,32.0
1.5404,42.0
1.5451,32.0
1.54515,36.0
1.5452,31.0
1.54525,37.0
1.5453,42.0
1.54535,34.0
1.5454,32.0
1.5501,41.0
1.55015,38.0
1.5502,38.0
1.55025,41.0
1.5503,36.0
1.55035,37.0
1.5504,37.0
1.5551,33.0
1.55515,41.0
1.5552,56.0
1.55525,33.0
1.5553,31.0
1.55535,44.0
1.5601,24.0
1.56015,40.0
1.5602,40.0
1.56025,29.0
1.5603,44.0
1.56035,37.0
1.5604,24.0
1.5651,32.0
1.56515,32.0
1.5652,38.0
1.56525,41.0
1.5653,40.0
1.56535,36.0
1.5654,32.0
1.5701,24.0
1.57015,44.0
1.5702,33.0
1.57025,38.0
1.5703,36.0
1.57035,45.0
1.5704,27.0
1.5751,51.0
1.57515,51.0
1.5752,36.0
1.57525,43.0
1.5753,32.0
1.57535,31.0
1.5754,25.0
1.58005,24.0
1.5801,37.0
1.58015,42.0
1.5802,33.0
1.58025,32.0
1.5803,27.0
1.58035,36.0
1.58505,22.0
1.5851,45.0
1.58515,30.0
1.5852,27.0
1.58525,38.0
1.5853,35.0
1.58535,42.0
1.5854,25.0
1.59005,33.0
1.5901,41.0
1.59015,34.0
1.5902,42.0
1.59025,43.0
1.5903,33.0
1.59035,36.0
1.59505,21.0
1.5951,35.0
1.59515,39.0
1.5952,31.0
1.59525,40.0
1.5953,35.0
1.59535,45.0
1.60005,26.0
1.6001,35.0
1.60015,37.0
1.6002,33.0
1.60025,38.0
1.6003,38.0
1.60035,38.0
1.60505,32.0
1.6051,42.0
1.60515,49.0
1.6052,51.0
1.60525,49.0
1.6053,41.0
1.60535,37.0
1.61005,33.0
1.6101,42.0
1.61015,41.0
1.6102,35.0
1.61025,29.0
1.6103,34.0
1.61035,39.0
1.61505,50.0
1.6151,39.0
1.61515,38.0
1.6152,35.0
1.61525,47.0
1.6153,42.0
1.61535,34.0
1.62005,39.0
1.6201,27.0
1.62015,37.0
1.6202,36.0
1.62025,38.0
1.6203,43.0
1.62035,42.0
1.62505,34.0
1.6251,42.0
1.62515,42.0
1.6252,47.0
1.62525,42.0
1.6253,51.0
1.62535,39.0
1.63005,39.0
1.6301,42.0
1.63015,28.0
1.6302,38.0
1.63025,35.0
1.6303,29.0
1.63035,47.0
1.63505,33.0
1.6351,39.0
1.63515,38.0
1.6352,37.0
1.63525,43.0
1.6353,38.0
1.63535,27.0
1.64005,38.0
1.6401,34.0
1.64015,32.0
1.6402,38.0
1.64025,51.0
1.6403,43.0
1.64035,25.0
1.64505,31.0
1.6451,36.0
1.64515,38.0
1.6452,43.0
1.64525,24.0
1.6453,36.0
1.64535,29.0
1.65005,37.0
1.6501,42.0
1.65015,30.0
1.6502,40.0
1.65025,33.0
1.6503,36.0
1.65035,36.0
1.65505,40.0
1.6551,37.0
1.65515,33.0
1.6552,32.0
1.65525,23.0
1.6553,46.0
1.65535,25.0
1.66005,39.0
1.6601,43.0
1.66015,33.0
1.6602,44.0
1.66025,40.0
1.6603,33.0
1.66035,25.0
1.66505,42.0
1.6651,31.0
1.66515,43.0
1.6652,31.0
1.66525,37.0
1.6653,36.0
1.66535,34.0
1.67005,48.0
1.6701,45.0
1.67015,38.0
1.6702,38.0
1.67025,34.0
1.6703,37.0
1.67505,42.0
1.6751,28.0
1.67515,46.0
1.6752,43.0
1.67525,40.0
1.6753,44.0
1.68,31.0
1.68005,35.0
1.6801,26.0
1.68015,34.0
1.6802,40.0
1.68025,35.0
1.6803,37.0
1.68505,39.0
1.6851,31.0
1.68515,33.0
1.6852,42.0
1.68525,39.0
1.6853,34.0
1.69,29.0
1.69005,40.0
1.6901,33.0
1.69015,40.0
1.6902,32.0
1.69025,33.0
1.6903,41.0
1.695,29.0
1.69505,41.0
1.6951,36.0
1.69515,38.0
1.6952,35.0
1.69525,31.0
1.6953,39.0
1.7,21.0
1.70005,42.0
1.7001,26.0
1.70015,32.0
1.7002,37.0
1.70025,40.0
1.7003,39.0
1.705,25.0
1.70505,36.0
1.7051,35.0
1.70515,34.0
1.7052,26.0
1.70525,40.0
1.7053,37.0
1.71,37.0
1.71005,38.0
1.7101,36.0
1.71015,31.0
1.7102,31.0
1.71025,30.0
1.7103,39.0
1.715,33.0
1.71505,40.0
1.7151,36.0
1.71515,37.0
1.7152,44.0
1.71525,38.0
1.7153,35.0
1.72,39.0
1.72005,35.0
1.7201,34.0
1.72015,59.0
1.7202,36.0
1.72025,40.0
1.7203,28.0
1.725,42.0
1.72505,40.0
1.7251,31.0
1.72515,35.0
1.7252,30.0
1.72525,35.0
1.7253,40.0
1.73,32.0
1.73005,28.0
1.7301,31.0
1.73015,38.0
1.7302,34.0
1.73025,46.0
1.7303,43.0
1.735,42.0
1.73505,40.0
1.7351,33.0
1.73515,30.0
1.7352,40.0
1.73525,39.0
1.7353,30.0
1.74,42.0
1.74005,43.0
1.7401,48.0
1.74015,34.0
1.7402,39.0
1.74025,47.0
1.7403,31.0
1.745,48.0
1.74505,36.0
1.7451,44.0
1.74515,34.0
1.7452,30.0
1.74525,30.0
1.7453,36.0
1.75,40.0
1.75005,43.0
1.7501,30.0
1.75015,30.0
1.7502,39.0
1.75025,40.0
1.7503,24.0
1.75495,21.0
1.755,36.0
1.75505,49.0
1.7551,40.0
1.75515,36.0
1.7552,26.0
1.75525,33.0
1.7553,26.0
1.76,44.0
1.76005,43.0
1.7601,36.0
1.76015,41.0
1.7602,34.0
1.76025,44.0
1.7603,28.0
1.76495,22.0
1.765,38.0
1.76505,35.0
1.7651,30.0
1.76515,26.0
1.7652,41.0
1.76525,41.0
1.7653,24.0
1.76995,22.0
1.77,33.0
1.77005,33.0
1.7701,49.0
1.77015,40.0
1.7702,39.0
1.77025,35.0
1.7703,25.0
1.77495,21.0
1.775,33.0
1.77505,30.0
1.7751,34.0
1.77515,32.0
1.7752,47.0
1.77525,30.0
1.77995,27.0
1.78,35.0
1.78005,42.0
1.7801,46.0
1.78015,37.0
1.7802,38.0
1.78025,33.0
1.78495,30.0
1.785,45.0
1.78505,37.0
1.7851,41.0
1.78515,35.0
1.7852,30.0
1.78525,41.0
1.78995,29.0
1.79,32.0
1.79005,38.0
1.7901,39.0
1.79015,42.0
1.7902,56.0
1.79025,39.0
1.79495,35.0
1.795,30.0
1.79505,45.0
1.7951,40.0
1.79515,43.0
1.7952,40.0
1.79525,53.0
1.79995,29.0
1.8,43.0
1.80005,27.0
1.8001,34.0
1.80015,38.0
1.8002,35.0
1.80025,39.0
1.80495,40.0
1.805,43.0
1.80505,43.0
1.8051,33.0
1.80515,38.0
1.8052,43.0
1.80525,33.0
1.80995,49.0
1.81,33.0
1.81005,41.0
1.8101,40.0
1.81015,47.0
1.8102,40.0
1.81025,36.0
1.81495,32.0
1.815,38.0
1.81505,33.0
1.8151,40.0
1.81515,42.0
1.8152,36.0
1.81525,28.0
1.81995,37.0
1.82,37.0
1.82005,38.0
1.8201,38.0
1.82015,40.0
1.8202,27.0
1.82025,31.0
1.82495,46.0
1.825,31.0
1.82505,49.0
1.8251,42.0
1.82515,40.0
1.8252,33.0
1.82525,40.0
1.82995,22.0
1.83,35.0
1.83005,33.0
1.8301,40.0
1.83015,28.0
1.8302,38.0
1.83025,28.0
1.83495,39.0
1.835,40.0
1.83505,35.0
1.8351,31.0
1.83515,50.0
1.8352,32.0
1.83525,25.0
1.83995,41.0
1.84,45.0
1.84005,46.0
1.8401,36.0
1.84015,30.0
1.8402,45.0
1.84025,27.0
1.8449,23.0
1.84495,31.0
1.845,36.0
1.84505,28.0
1.8451,41.0
1.84515,31.0
1.8452,34.0
1.84995,36.0
1.85,31.0
1.85005,35.0
1.8501,35.0
1.85015,37.0
1.8502,46.0
1.85025,26.0
1.8549,25.0
1.85495,37.0
1.855,45.0
1.85505,35.0
1.8551,27.0
1.85515,40.0
1.8552,33.0
1.85525,24.0
1.85995,31.0
1.86,37.0
1.86005,40.0
1.8601,30.0
1.86015,29.0
1.8602,34.0
1.86025,20.0
1.8649,22.0
1.86495,44.0
1.865,33.0
1.86505,31.0
1.8651,59.0
1.86515,28.0
1.8652,33.0
1.86525,25.0
1.8699,25.0
1.86995,38.0
1.87,31.0
1.87005,23.0
1.8701,43.0
1.87015,32.0
1.8702,50.0
1.87025,27.0
1.8749,26.0
1.87495,45.0
1.875,39.0
1.87505,42.0
1.8751,32.0
1.87515,34.0
1.8752,30.0
1.8799,23.0
1.87995,32.0
1.88,39.0
1.88005,41.0
1.8801,30.0
1.88015,40.0
1.8802,41.0
1.8849,27.0
1.88495,39.0
1.885,37.0
1.88505,30.0
1.8851,29.0
1.88515,37.0
1.8852,41.0
1.8899,32.0
1.88995,31.0
1.89,41.0
1.89005,40.0
1.8901,34.0
1.89015,29.0
1.8902,27.0
1.8949,37.0
1.89495,38.0
1.895,33.0
1.89505,42.0
1.8951,34.0
1.89515,44.0
1.8952,39.0
1.8999,37.0
1.89995,37.0
1.9,42.0
1.90005,31.0
1.9001,43.0
1.90015,33.0
1.9002,46.0
1.9049,36.0
1.90495,29.0
1.905,40.0
1.90505,37.0
1.9051,35.0
1.90515,41.0
1.9052,40.0
1.9099,40.0
1.90995,35.0
1.91,37.0
1.91005,38.0
1.9101,31.0
1.91015,35.0
1.9102,31.0
1.9149,31.0
1.91495,30.0
1.915,45.0
1.91505,35.0
1.9151,36.0
1.91515,36.0
1.9152,34.0
1.9199,33.0
1.91995,40.0
1.92,39.0
1.92005,35.0
1.9201,36.0
1.92015,35.0
1.9202,44.0
1.9249,32.0
1.92495,25.0
1.925,43.0
1.92505,32.0
1.9251,46.0
1.92515,27.0
1.9252,27.0
1.9299,40.0
1.92995,42.0
1.93,48.0
1.93005,35.0
1.9301,42.0
1.93015,37.0
1.9302,32.0
1.9349,33.0
1.93495,36.0
1.935,49.0
1.93505,43.0
1.9351,35.0
1.93515,41.0
1.9352,26.0
1.93985,22.0
1.9399,27.0
1.93995,37.0
1.94,41.0
1.94005,31.0
1.9401,49.0
1.94015,35.0
1.9402,26.0
1.9449,33.0
1.94495,39.0
1.945,43.0
1.94505,26.0
1.9451,37.0
1.94515,34.0
1.9452,27.0
1.94985,22.0
1.9499,32.0
1.94995,35.0
1.95,34.0
1.95005,36.0
1.9501,33.0
1.95015,32.0
1.95485,23.0
1.9549,34.0
1.95495,30.0
1.955,40.0
1.95505,29.0
1.9551,35.0
1.95515,42.0
1.9552,22.0
1.9599,36.0
1.95995,26.0
1.96,36.0
1.96005,38.0
1.9601,28.0
1.96015,38.0
1.96485,24.0
1.9649,34.0
1.96495,35.0
1.965,34.0
1.96505,39.0
1.9651,40.0
1.96515,36.0
1.96985,29.0
1.9699,36.0
1.96995,30.0
1.97,37.0
1.97005,30.0
1.9701,35.0
1.97015,42.0
1.97485,25.0
1.9749,49.0
1.97495,48.0
1.975,25.0
1.97505,36.0
1.9751,38.0
1.97515,40.0
1.97985,29.0
1.9799,37.0
1.97995,34.0
1.98,25.0
1.98005,46.0
1.9801,30.0
1.98015,30.0
1.98485,41.0
1.9849,62.0
1.98495,57.0
1.985,40.0
1.98505,40.0
1.9851,37.0
1.98515,31.0
1.98985,28.0
1.9899,33.0
1.98995,42.0
1.99,35.0
1.99005,41.0
1.9901,43.0
1.99015,32.0
1.99485,34.0
1.9949,32.0
1.99495,38.0
1.995,40.0
1.99505,33.0
1.9951,43.0
1.99515,30.0
1.99985,33.0
1.9999,39.0
1.99995,26.0
2.0,37.0
2.00005,33.0
2.0001,37.0
2.00015,35.0
2.00485,30.0
2.0049,37.0
2.00495,43.0
2.005,44.0
2.00505,41.0
2.0051,41.0
2.00515,35.0
2.00985,37.0
2.0099,38.0
2.00995,35.0
2.01,36.0
2.01005,41.0
2.0101,52.0
2.01015,32.0
2.01485,37.0
2.0149,37.0
2.01495,44.0
2.015,34.0
2.01505,38.0
2.0151,41.0
2.01515,36.0
2.01985,33.0
2.0199,29.0
2.01995,35.0
2.02,32.0
2.02005,37.0
2.0201,45.0
2.02015,36.0
2.02485,33.0
2.0249,43.0
2.02495,48.0
2.025,40.0
2.02505,34.0
2.0251,40.0
2.02515,33.0
2.02985,36.0
2.0299,30.0
2.02995,39.0
2.03,37.0
2.03005,36.0
2.0301,39.0
2.03015,22.0
2.03485,48.0
2.0349,43.0
2.03495,37.0
2.035,43.0
2.03505,29.0
2.0351,25.0
2.03515,31.0
2.03985,39.0
2.0399,44.0
2.03995,41.0
2.04,40.0
2.04005,29.0
2.0401,41.0
2.04015,33.0
2.0448,23.0
2.04485,41.0
2.0449,31.0
2.04495,40.0
2.045,40.0
2.04505,33.0
2.0451,43.0
2.04515,22.0
2.0498,23.0
2.04985,40.0
2.0499,38.0
2.04995,35.0
2.05,38.0
2.05005,49.0
2.0501,36.0
2.05485,40.0
2.0549,43.0
2.05495,38.0
2.055,40.0
2.05505,40.0
2.0551,35.0
2.0598,21.0
2.05985,38.0
2.0599,37.0
2.05995,34.0
2.06,33.0
2.06005,37.0
2.0601,41.0
2.06015,27.0
2.0648,24.0
2.06485,39.0
2.0649,33.0
2.06495,34.0
2.065,43.0
2.06505,36.0
2.0651,46.0
2.06515,28.0
2.0698,31.0
2.06985,36.0
2.0699,31.0
2.06995,39.0
2.07,35.0
2.07005,43.0
2.0701,35.0
2.0748,33.0
2.07485,32.0
2.0749,36.0
2.07495,31.0
2.075,49.0
2.07505,36.0
2.0751,43.0
2.0798,24.0
2.07985,41.0
2.0799,30.0
2.07995,35.0
2.08,24.0
2.08005,37.0
2.0801,31.0
2.0848,37.0
2.08485,25.0
2.0849,31.0
2.08495,27.0
2.085,38.0
2.08505,33.0
2.0851,27.0
2.0898,36.0
2.08985,34.0
2.0899,37.0
2.08995,35.0
2.09,37.0
2.09005,41.0
2.0901,38.0
2.0948,29.0
2.09485,42.0
2.0949,38.0
2.09495,30.0
2.095,38.0
2.09505,31.0
2.0951,48.0
2.0998,37.0
2.09985,25.0
2.0999,42.0
2.09995,38.0
2.1,40.0
2.10005,52.0
2.1001,52.0
2.1048,40.0
2.10485,44.0
2.1049,46.0
2.10495,43.0
2.105,38.0
2.10505,32.0
2.1051,27.0
2.1098,29.0
2.10985,32.0
2.1099,41.0
2.10995,31.0
2.11,31.0
2.11005,37.0
2.1101,44.0
2.1148,38.0
2.11485,31.0
2.1149,29.0
2.11495,38.0
2.115,27.0
2.11505,36.0
2.1151,38.0
2.1198,44.0
2.11985,31.0
2.1199,33.0
2.11995,34.0
2.12,37.0
2.12005,35.0
2.1201,38.0
2.1248,30.0
2.12485,45.0
2.1249,31.0
2.12495,33.0
2.125,34.0
2.12505,42.0
2.1251,23.0
2.1298,38.0
2.12985,42.0
2.1299,28.0
2.12995,33.0
2.13,36.0
2.13005,47.0
2.1301,25.0
2.1348,32.0
2.13485,38.0
2.1349,44.0
2.13495,34.0
2.135,43.0
2.13505,23.0
2.1351,29.0
2.1398,43.0
2.13985,28.0
2.1399,35.0
2.13995,31.0
2.14,38.0
2.14005,34.0
2.1401,20.0
2.14475,22.0
2.1448,46.0
2.14485,36.0
2.1449,41.0
2.14495,40.0
2.145,38.0
2.14505,32.0
2.14975,27.0
2.1498,34.0
2.14985,42.0
2.1499,39.0
2.14995,33.0
2.15,37.0
2.15005,44.0
2.1548,34.0
2.15485,40.0
2.1549,42.0
2.15495,39.0
2.155,43.0
2.15505,35.0
2.15975,28.0
2.1598,39.0
2.15985,41.0
2.1599,35.0
2.15995,43.0
2.16,37.0
2.16005,32.0
2.16475,21.0
2.1648,26.0
2.16485,32.0
2.1649,37.0
2.16495,39.0
2.165,50.0
2.16505,44.0
2.16975,27.0
2.1698,33.0
2.16985,38.0
2.1699,30.0
2.16995,29.0
2.17,37.0
2.17005,25.0
2.17475,31.0
2.1748,40.0
2.17485,29.0
2.1749,44.0
2.17495,44.0
2.175,37.0
2.17505,44.0
2.17975,28.0
2.1798,32.0
2.17985,36.0
2.1799,32.0
2.17995,32.0
2.18,36.0
2.18005,46.0
2.18475,30.0
2.1848,32.0
2.18485,48.0
2.1849,36.0
2.18495,43.0
2.185,37.0
2.18505,45.0
2.18975,49.0
2.1898,38.0
2.18985,41.0
2.1899,35.0
2.18995,43.0
2.19,27.0
2.19005,32.0
2.19475,30.0
2.1948,44.0
2.19485,38.0
2.1949,45.0
2.19495,30.0
2.195,33.0
2.19505,42.0
2.19975,38.0
2.1998,35.0
2.19985,33.0
2.1999,30.0
2.19995,30.0
2.2,33.0
2.20005,39.0
2.20475,51.0
2.2048,47.0
2.20485,30.0
2.2049,35.0
2.20495,38.0
2.205,40.0
2.20505,33.0
2.20975,49.0
2.2098,42.0
2.20985,43.0
2.2099,31.0
2.20995,39.0
2.21,33.0
2.21005,26.0
2.21475,35.0
2.2148,35.0
2.21485,24.0
2.2149,34.0
2.21495,31.0
2.215,43.0
2.21505,28.0
2.21975,42.0
2.2198,42.0
2.21985,34.0
2.2199,37.0
2.21995,47.0
2.22,41.0
2.22005,29.0
2.22475,40.0
2.2248,37.0
2.22485,41.0
2.2249,43.0
2.22495,44.0
2.225,25.0
2.2297,21.0
