time_s,counts
2.22975,31.0
2.2298,35.0
2.22985,30.0
2.2299,45.0
2.22995,38.0
2.23,35.0
2.23005,23.0
2.23475,33.0
2.2348,41.0
2.23485,45.0
2.2349,39.0
2.23495,29.0
2.235,38.0
2.23505,26.0
2.23975,42.0
2.2398,33.0
2.23985,31.0
2.2399,44.0
2.23995,39.0
2.24,54.0
2.24005,22.0
2.2447,22.0
2.24475,35.0
2.2448,41.0
2.24485,35.0
2.2449,36.0
2.24495,36.0
2.245,34.0
2.24505,21.0
2.2497,26.0
2.24975,42.0
2.2498,44.0
2.24985,45.0
2.2499,40.0
2.24995,39.0
2.25,32.0
2.2547,22.0
2.25475,33.0
2.2548,39.0
2.25485,42.0
2.2549,37.0
2.25495,34.0
2.255,32.0
2.2597,29.0
2.25975,36.0
2.2598,39.0
2.25985,43.0
2.2599,43.0
2.25995,48.0
2.26,45.0
2.2647,26.0
2.26475,40.0
2.2648,38.0
2.26485,44.0
2.2649,33.0
2.26495,31.0
2.265,41.0
2.2697,36.0
2.26975,30.0
2.2698,24.0
2.26985,39.0
2.2699,41.0
2.26995,36.0
2.27,33.0
2.2747,37.0
2.27475,32.0
2.2748,31.0
2.27485,31.0
2.2749,40.0
2.27495,34.0
2.275,41.0
2.2797,38.0
2.27975,47.0
2.2798,41.0
2.27985,34.0
2.2799,33.0
2.27995,36.0
2.28,34.0
2.2847,31.0
2.28475,30.0
2.2848,39.0
2.28485,37.0
2.2849,37.0
2.28495,34.0
2.285,37.0
2.2897,35.0
2.28975,26.0
2.2898,56.0
2.28985,41.0
2.2899,37.0
2.28995,35.0
2.29,39.0
2.2947,41.0
2.29475,37.0
2.2948,41.0
2.29485,38.0
2.2949,30.0
2.29495,29.0
2.295,31.0
2.2997,41.0
2.29975,31.0
2.2998,36.0
2.29985,43.0
2.2999,29.0
2.29995,35.0
2.3,32.0
2.3047,34.0
2.30475,44.0
2.3048,34.0
2.30485,42.0
2.3049,43.0
2.30495,45.0
2.305,32.0
2.3097,30.0
2.30975,36.0
2.3098,39.0
2.30985,50.0
2.3099,38.0
2.30995,39.0
2.31,31.0
2.3147,32.0
2.31475,38.0
2.3148,36.0
2.31485,32.0
2.3149,27.0
2.31495,26.0
2.315,28.0
2.3197,47.0
2.31975,43.0
2.3198,35.0
2.31985,41.0
2.3199,22.0
2.31995,37.0
2.32465,23.0
2.3247,33.0
2.32475,48.0
2.3248,43.0
2.32485,40.0
2.3249,37.0
2.32495,46.0
2.325,26.0
2.3297,33.0
2.32975,37.0
2.3298,39.0
2.32985,42.0
2.3299,38.0
2.32995,38.0
2.33,29.0
2.33465,23.0
2.3347,41.0
2.33475,33.0
2.3348,29.0
2.33485,33.0
2.3349,45.0
2.33495,38.0
2.335,27.0
2.3397,34.0
2.33975,36.0
2.3398,32.0
2.33985,37.0
2.3399,38.0
2.33995,33.0
2.34465,22.0
2.3447,33.0
2.34475,45.0
2.3448,43.0
2.34485,42.0
2.3449,29.0
2.34495,44.0
2.34965,26.0
2.3497,38.0
2.34975,28.0
2.3498,47.0
2.34985,32.0
2.3499,56.0
2.34995,30.0
2.35465,30.0
2.3547,35.0
2.35475,35.0
2.3548,35.0
2.35485,47.0
2.3549,24.0
2.35495,34.0
2.355,24.0
2.35965,46.0
2.3597,35.0
2.35975,35.0
2.3598,39.0
2.35985,35.0
2.3599,36.0
2.35995,33.0
2.36465,30.0
2.3647,39.0
2.36475,43.0
2.3648,35.0
2.36485,48.0
2.3649,44.0
2.36495,41.0
2.36965,36.0
2.3697,35.0
2.36975,33.0
2.3698,40.0
2.36985,37.0
2.3699,34.0
2.36995,40.0
2.37465,39.0
2.3747,22.0
2.37475,43.0
2.3748,43.0
2.37485,32.0
2.3749,34.0
2.37495,44.0
2.37965,34.0
2.3797,31.0
2.37975,39.0
2.3798,39.0
2.37985,37.0
2.3799,39.0
2.37995,39.0
2.38465,36.0
2.3847,30.0
2.38475,25.0
2.3848,38.0
2.38485,38.0
2.3849,31.0
2.38495,40.0
2.38965,42.0
2.3897,45.0
2.38975,31.0
2.3898,31.0
2.38985,43.0
2.3899,41.0
2.38995,29.0
2.39465,36.0
2.3947,42.0
2.39475,30.0
2.3948,36.0
2.39485,41.0
2.3949,47.0
2.39495,39.0
2.39965,48.0
2.3997,28.0
2.39975,41.0
2.3998,41.0
2.39985,51.0
2.3999,37.0
2.39995,29.0
2.40465,42.0
2.4047,49.0
2.40475,25.0
2.4048,39.0
2.40485,33.0
2.4049,46.0
2.40495,26.0
2.40965,35.0
2.4097,33.0
2.40975,35.0
2.4098,38.0
2.40985,45.0
2.4099,38.0
2.40995,28.0
2.41465,42.0
2.4147,42.0
2.41475,36.0
2.4148,34.0
2.41485,39.0
2.4149,37.0
2.41965,29.0
2.4197,36.0
2.41975,29.0
2.4198,33.0
2.41985,44.0
2.4199,30.0
2.42465,34.0
2.4247,30.0
2.42475,42.0
2.4248,45.0
2.42485,38.0
2.4249,37.0
2.42495,22.0
2.4296,26.0
2.42965,35.0
2.4297,41.0
2.42975,35.0
2.4298,37.0
2.42985,34.0
2.4299,37.0
2.42995,27.0
2.4346,25.0
2.43465,42.0
2.4347,43.0
2.43475,40.0
2.4348,44.0
2.43485,33.0
2.4349,38.0
2.43965,40.0
2.4397,38.0
2.43975,41.0
2.4398,32.0
2.43985,45.0
2.4399,45.0
2.4446,38.0
2.44465,33.0
2.4447,36.0
2.44475,44.0
2.4448,27.0
2.44485,25.0
2.4449,38.0
2.4496,32.0
2.44965,41.0
2.4497,36.0
2.44975,34.0
2.4498,35.0
2.44985,42.0
2.4499,47.0
2.4546,33.0
2.45465,33.0
2.4547,36.0
2.45475,52.0
2.4548,37.0
2.45485,36.0
2.4549,36.0
2.4596,32.0
2.45965,36.0
2.4597,31.0
2.45975,35.0
2.4598,43.0
2.45985,39.0
2.4599,29.0
2.4646,35.0
2.46465,49.0
2.4647,38.0
2.46475,37.0
2.4648,39.0
2.46485,33.0
2.4649,38.0
2.4696,35.0
2.46965,31.0
2.4697,44.0
2.46975,31.0
2.4698,34.0
2.46985,39.0
2.4699,41.0
2.4746,38.0
2.47465,35.0
2.4747,46.0
2.47475,43.0
2.4748,31.0
2.47485,29.0
2.4749,35.0
2.4796,32.0
2.47965,36.0
2.4797,22.0
2.47975,31.0
2.4798,33.0
2.47985,21.0
2.4799,47.0
2.4846,33.0
2.48465,23.0
2.4847,38.0
2.48475,31.0
2.4848,38.0
2.48485,36.0
2.4849,40.0
2.4896,44.0
2.48965,40.0
2.4897,42.0
2.48975,43.0
2.4898,38.0
2.4946,43.0
2.49465,37.0
2.4947,38.0
2.49475,47.0
2.4948,39.0
2.49485,40.0
2.4949,26.0
2.4996,47.0
2.49965,51.0
2.4997,29.0
2.49975,34.0
2.4998,36.0
2.49985,31.0
2.4999,30.0
2.5046,46.0
2.50465,34.0
2.5047,25.0
2.50475,34.0
2.5048,37.0
2.50485,33.0
2.5049,33.0
2.5096,40.0
2.50965,32.0
2.5097,36.0
2.50975,35.0
2.5098,35.0
2.50985,37.0
2.5099,23.0
2.5146,37.0
2.51465,41.0
2.5147,39.0
2.51475,38.0
2.5148,34.0
2.51485,29.0
2.5149,21.0
2.51955,27.0
2.5196,38.0
2.51965,48.0
2.5197,39.0
2.51975,39.0
2.5198,43.0
2.51985,32.0
2.5199,27.0
2.5246,44.0
2.52465,29.0
2.5247,44.0
2.52475,43.0
2.5248,31.0
2.52485,46.0
2.52955,21.0
2.5296,45.0
2.52965,38.0
2.5297,42.0
2.52975,35.0
2.5298,40.0
2.52985,32.0
2.53455,27.0
2.5346,27.0
2.53465,40.0
2.5347,33.0
2.53475,34.0
2.5348,30.0
2.53485,41.0
2.53955,33.0
2.5396,35.0
2.53965,39.0
2.5397,36.0
2.53975,40.0
2.5398,32.0
2.53985,28.0
2.5399,21.0
2.54455,26.0
2.5446,41.0
2.54465,35.0
2.5447,38.0
2.54475,31.0
2.5448,34.0
2.54485,42.0
2.54955,30.0
2.5496,47.0
2.54965,28.0
2.5497,38.0
2.54975,40.0
2.5498,27.0
2.54985,29.0
2.55455,33.0
2.5546,29.0
2.55465,43.0
2.5547,39.0
2.55475,38.0
2.5548,38.0
2.55485,49.0
2.55955,30.0
2.5596,28.0
2.55965,35.0
2.5597,35.0
2.55975,42.0
2.5598,34.0
2.55985,41.0
2.56455,44.0
2.5646,39.0
2.56465,42.0
2.5647,39.0
2.56475,36.0
2.5648,43.0
2.56485,42.0
2.56955,43.0
2.5696,41.0
2.56965,47.0
2.5697,42.0
2.56975,40.0
2.5698,29.0
2.56985,39.0
2.57455,35.0
2.5746,38.0
2.57465,35.0
2.5747,26.0
2.57475,31.0
2.5748,43.0
2.57485,44.0
2.57955,31.0
2.5796,33.0
2.57965,33.0
2.5797,45.0
2.57975,37.0
2.5798,33.0
2.57985,33.0
2.58455,21.0
2.5846,41.0
2.58465,45.0
2.5847,28.0
2.58475,42.0
2.5848,40.0
2.58485,27.0
2.5895,24.0
2.58955,33.0
2.5896,42.0
2.58965,44.0
2.5897,43.0
2.58975,41.0
2.5898,33.0
2.58985,27.0
2.59455,35.0
2.5946,48.0
2.59465,44.0
2.5947,35.0
2.59475,38.0
2.5948,41.0
2.59485,38.0
2.59955,38.0
2.5996,30.0
2.59965,39.0
2.5997,39.0
2.59975,35.0
2.5998,42.0
2.59985,24.0
2.60455,40.0
2.6046,33.0
2.60465,44.0
2.6047,27.0
2.60475,36.0
2.6048,41.0
2.60955,48.0
2.6096,30.0
2.60965,46.0
2.6097,47.0
2.60975,36.0
2.6098,38.0
2.6145,21.0
2.61455,37.0
2.6146,46.0
2.61465,41.0
2.6147,37.0
2.61475,27.0
2.6148,33.0
2.6195,23.0
2.61955,25.0
2.6196,44.0
2.61965,40.0
2.6197,39.0
2.61975,36.0
2.6198,53.0
2.61985,23.0
2.62455,30.0
2.6246,40.0
2.62465,28.0
2.6247,41.0
2.62475,39.0
2.6248,36.0
2.62485,26.0
2.6295,21.0
2.62955,37.0
2.6296,30.0
2.62965,47.0
2.6297,35.0
2.62975,27.0
2.6298,29.0
2.62985,22.0
2.6345,25.0
2.63455,35.0
2.6346,31.0
2.63465,45.0
2.6347,39.0
2.63475,45.0
2.6348,42.0
2.6395,35.0
2.63955,34.0
2.6396,35.0
2.63965,43.0
2.6397,38.0
2.63975,32.0
2.6398,42.0
2.6445,37.0
2.64455,36.0
2.6446,42.0
2.64465,44.0
2.6447,34.0
2.64475,33.0
2.6448,44.0
2.6495,35.0
2.64955,35.0
2.6496,38.0
2.64965,35.0
2.6497,41.0
2.64975,39.0
2.6498,42.0
2.6545,27.0
2.65455,31.0
2.6546,48.0
2.65465,41.0
2.6547,34.0
2.65475,48.0
2.6548,42.0
2.6595,46.0
2.65955,37.0
2.6596,36.0
2.65965,29.0
2.6597,38.0
2.65975,27.0
2.6598,44.0
2.6645,34.0
2.66455,34.0
2.6646,40.0
2.66465,38.0
2.6647,34.0
2.66475,31.0
2.6648,38.0
2.6695,45.0
2.66955,37.0
2.6696,30.0
2.66965,34.0
2.6697,30.0
2.66975,35.0
2.6698,33.0
2.6745,38.0
2.67455,42.0
2.6746,41.0
2.67465,38.0
2.6747,32.0
2.67475,33.0
2.6748,32.0
2.6795,44.0
2.67955,37.0
2.6796,38.0
2.67965,32.0
2.6797,39.0
2.67975,38.0
2.6798,32.0
2.6845,34.0
2.68455,39.0
2.6846,44.0
2.68465,41.0
2.6847,33.0
2.68475,33.0
2.6848,32.0
2.6895,34.0
2.68955,31.0
2.6896,38.0
2.68965,39.0
2.6897,35.0
2.68975,41.0
2.6898,31.0
2.6945,39.0
2.69455,33.0
2.6946,42.0
2.69465,40.0
2.6947,37.0
2.69475,35.0
2.6948,25.0
2.6995,37.0
2.69955,43.0
2.6996,41.0
2.69965,37.0
2.6997,33.0
2.69975,48.0
2.6998,23.0
2.70445,22.0
2.7045,31.0
2.70455,40.0
2.7046,43.0
2.70465,46.0
2.7047,39.0
2.70475,41.0
2.7048,22.0
2.70945,33.0
2.7095,35.0
2.70955,38.0
2.7096,32.0
2.70965,36.0
2.7097,43.0
2.70975,42.0
2.71445,29.0
2.7145,33.0
2.71455,41.0
2.7146,36.0
2.71465,37.0
2.7147,42.0
2.71475,39.0
2.7195,33.0
2.71955,42.0
2.7196,42.0
2.71965,34.0
2.7197,34.0
2.71975,31.0
2.7198,27.0
2.72445,26.0
2.7245,47.0
2.72455,26.0
2.7246,31.0
2.72465,34.0
2.7247,40.0
2.72475,38.0
2.7295,29.0
2.72955,40.0
2.7296,34.0
2.72965,41.0
2.7297,35.0
2.72975,43.0
2.73445,26.0
2.7345,39.0
2.73455,31.0
2.7346,39.0
2.73465,41.0
2.7347,43.0
2.73475,31.0
2.73945,27.0
2.7395,41.0
2.73955,28.0
2.7396,39.0
2.73965,38.0
2.7397,39.0
2.73975,38.0
2.74445,33.0
2.7445,30.0
2.74455,30.0
2.7446,41.0
2.74465,34.0
2.7447,31.0
2.74475,43.0
2.74945,33.0
2.7495,33.0
2.74955,42.0
2.7496,40.0
2.74965,43.0
2.7497,32.0
2.74975,37.0
2.75445,28.0
2.7545,51.0
2.75455,35.0
2.7546,44.0
2.75465,43.0
2.7547,28.0
2.75475,36.0
2.75945,38.0
2.7595,32.0
2.75955,39.0
2.7596,42.0
2.75965,43.0
2.7597,39.0
2.75975,33.0
2.76445,38.0
2.7645,39.0
2.76455,37.0
2.7646,33.0
2.76465,38.0
2.7647,39.0
2.76475,31.0
2.76945,31.0
2.7695,38.0
2.76955,49.0
2.7696,37.0
2.76965,34.0
2.7697,37.0
2.76975,33.0
2.7745,37.0
2.77455,37.0
2.7746,35.0
2.77465,41.0
2.7747,31.0
2.77475,33.0
2.77945,24.0
2.7795,42.0
2.77955,39.0
2.7796,31.0
2.77965,41.0
2.7797,28.0
2.77975,28.0
2.78445,39.0
2.7845,35.0
2.78455,37.0
2.7846,39.0
2.78465,37.0
2.7847,29.0
2.78475,25.0
2.7894,22.0
2.78945,40.0
2.7895,33.0
2.78955,41.0
2.7896,37.0
2.78965,44.0
2.7897,27.0
2.78975,33.0
2.79445,39.0
2.7945,38.0
2.79455,32.0
2.7946,38.0
2.79465,41.0
2.7947,44.0
2.79475,27.0
2.79945,40.0
2.7995,39.0
2.79955,36.0
2.7996,52.0
2.79965,47.0
2.7997,30.0
2.79975,26.0
2.80445,38.0
2.8045,43.0
2.80455,35.0
2.8046,41.0
2.80465,34.0
2.8047,35.0
2.8094,23.0
2.80945,43.0
2.8095,35.0
2.80955,39.0
2.8096,38.0
2.80965,41.0
2.8097,21.0
2.80975,28.0
2.8144,26.0
2.81445,43.0
2.8145,35.0
2.81455,36.0
2.8146,39.0
2.81465,35.0
2.8147,41.0
2.8194,36.0
2.81945,33.0
2.8195,29.0
2.81955,34.0
2.8196,38.0
2.81965,42.0
2.8197,38.0
2.8244,28.0
2.82445,34.0
2.8245,40.0
2.82455,32.0
2.8246,42.0
2.82465,25.0
2.8247,46.0
2.8294,22.0
2.82945,49.0
2.8295,31.0
2.82955,29.0
2.8296,37.0
2.82965,30.0
2.8297,44.0
2.8344,40.0
2.83445,40.0
2.8345,26.0
2.83455,38.0
2.8346,42.0
2.83465,35.0
2.8347,50.0
2.8394,32.0
2.83945,35.0
2.8395,41.0
2.83955,30.0
2.8396,41.0
2.83965,38.0
2.8397,31.0
2.8444,44.0
2.84445,37.0
2.8445,33.0
2.84455,42.0
2.8446,44.0
2.84465,41.0
2.8447,42.0
2.8494,44.0
2.84945,43.0
2.8495,32.0
2.84955,40.0
2.8496,42.0
2.84965,30.0
2.8497,37.0
2.8544,30.0
2.85445,33.0
2.8545,47.0
2.85455,32.0
2.8546,41.0
2.85465,31.0
2.8547,40.0
2.8594,29.0
2.85945,37.0
2.8595,36.0
2.85955,23.0
2.8596,40.0
2.85965,45.0
2.8597,30.0
2.8644,39.0
2.86445,45.0
2.8645,33.0
2.86455,33.0
2.8646,42.0
2.86465,31.0
2.8647,30.0
2.8694,28.0
2.86945,20.0
2.8695,31.0
2.86955,31.0
2.8696,30.0
2.86965,35.0
2.8697,34.0
2.8744,40.0
2.87445,37.0
2.8745,30.0
2.87455,41.0
2.8746,31.0
2.87465,35.0
2.8747,30.0
2.8794,28.0
2.87945,43.0
2.8795,47.0
2.87955,36.0
2.8796,36.0
2.87965,42.0
2.8797,29.0
2.8844,34.0
2.88445,29.0
2.8845,34.0
2.88455,32.0
2.8846,40.0
2.88465,41.0
2.8847,32.0
2.8894,34.0
2.88945,40.0
2.8895,43.0
2.88955,43.0
2.8896,37.0
2.88965,44.0
2.8897,23.0
2.8944,38.0
2.89445,37.0
2.8945,42.0
2.89455,27.0
2.8946,35.0
2.89465,32.0
2.8947,24.0
2.8994,46.0
2.89945,40.0
2.8995,43.0
2.89955,34.0
2.8996,43.0
2.89965,36.0
2.8997,27.0
2.9044,29.0
2.90445,29.0
2.9045,26.0
2.90455,41.0
2.9046,36.0
2.90465,43.0
2.90935,22.0
2.9094,35.0
2.90945,38.0
2.9095,43.0
2.90955,34.0
2.9096,41.0
2.90965,35.0
2.91435,30.0
2.9144,31.0
2.91445,29.0
2.9145,35.0
2.91455,37.0
2.9146,32.0
2.91465,35.0
2.91935,30.0
2.9194,37.0
2.91945,31.0
2.9195,32.0
2.91955,34.0
2.9196,39.0
2.91965,32.0
2.92435,23.0
2.9244,36.0
2.92445,50.0
2.9245,42.0
2.92455,43.0
2.9246,43.0
2.92465,34.0
2.92935,34.0
2.9294,46.0
2.92945,40.0
2.9295,38.0
2.92955,37.0
2.9296,45.0
2.92965,35.0
2.93435,39.0
2.9344,38.0
2.93445,41.0
2.9345,38.0
2.93455,33.0
2.9346,42.0
2.93465,28.0
2.93935,28.0
2.9394,38.0
2.93945,34.0
2.9395,37.0
2.93955,40.0
2.9396,35.0
2.93965,31.0
2.94435,45.0
2.9444,29.0
2.94445,36.0
2.9445,41.0
2.94455,30.0
2.9446,35.0
2.94465,42.0
2.94935,40.0
2.9494,32.0
2.94945,38.0
2.9495,49.0
2.94955,37.0
2.9496,28.0
2.94965,33.0
2.95435,42.0
2.9544,43.0
2.95445,37.0
2.9545,36.0
2.95455,44.0
2.9546,39.0
2.95465,34.0
2.95935,36.0
2.9594,42.0
2.95945,46.0
2.9595,34.0
2.95955,34.0
2.9596,35.0
2.95965,31.0
2.96435,35.0
2.9644,28.0
2.96445,39.0
2.9645,42.0
2.96455,39.0
2.9646,37.0
2.96465,27.0
2.96935,49.0
2.9694,33.0
2.96945,27.0
2.9695,36.0
2.96955,39.0
2.9696,30.0
2.96965,31.0
2.9743,26.0
2.97435,38.0
2.9744,34.0
2.97445,46.0
2.9745,36.0
2.97455,27.0
2.9746,36.0
2.97465,29.0
2.97935,45.0
2.9794,28.0
2.97945,34.0
2.9795,50.0
2.97955,39.0
2.9796,35.0
2.97965,24.0
2.98435,41.0
2.9844,28.0
2.98445,34.0
2.9845,39.0
2.98455,26.0
2.9846,33.0
2.98465,21.0
2.9893,22.0
2.98935,27.0
2.9894,35.0
2.98945,34.0
2.9895,35.0
2.98955,40.0
2.9896,43.0
2.98965,22.0
2.9943,21.0
2.99435,33.0
2.9944,33.0
2.99445,37.0
2.9945,28.0
2.99455,40.0
2.9946,34.0
2.99465,30.0
2.99935,33.0
2.9994,39.0
2.99945,47.0
2.9995,33.0
2.99955,37.0
2.9996,51.0
2.99965,23.0
3.0043,22.0
3.00435,39.0
3.0044,37.0
3.00445,43.0
3.0045,31.0
3.00455,37.0
3.0046,35.0
3.0093,26.0
3.00935,33.0
3.0094,39.0
3.00945,43.0
3.0095,30.0
3.00955,35.0
3.0096,41.0
3.0143,32.0
3.01435,39.0
3.0144,47.0
3.01445,47.0
3.0145,47.0
3.01455,36.0
3.0146,34.0
3.0193,34.0
3.01935,35.0
3.0194,40.0
3.01945,37.0
3.0195,42.0
3.01955,33.0
3.0196,44.0
3.0243,40.0
3.02435,37.0
3.0244,43.0
3.02445,43.0
3.0245,34.0
3.02455,30.0
3.0246,26.0
3.0293,31.0
3.02935,27.0
3.0294,34.0
3.02945,51.0
3.0295,37.0
3.02955,37.0
3.0296,44.0
3.0343,33.0
3.03435,41.0
3.0344,45.0
3.03445,52.0
3.0345,30.0
3.03455,45.0
3.0346,34.0
3.0393,35.0
3.03935,38.0
3.0394,33.0
3.03945,40.0
3.0395,30.0
3.03955,38.0
3.0396,33.0
3.0443,32.0
3.04435,38.0
3.0444,46.0
3.04445,37.0
3.0445,29.0
3.04455,33.0
3.0446,45.0
3.0493,40.0
3.04935,40.0
3.0494,38.0
3.04945,39.0
3.0495,40.0
3.04955,39.0
3.0496,33.0
3.0543,33.0
3.05435,44.0
3.0544,41.0
3.05445,44.0
3.0545,39.0
3.05455,33.0
3.0546,33.0
3.0593,39.0
3.05935,37.0
3.0594,43.0
3.05945,32.0
3.0595,37.0
3.05955,46.0
3.0596,37.0
3.0643,38.0
3.06435,40.0
3.0644,47.0
3.06445,37.0
3.0645,31.0
3.06455,42.0
3.0646,29.0
3.0693,48.0
3.06935,27.0
3.0694,50.0
3.06945,43.0
3.0695,36.0
3.06955,33.0
3.0696,31.0
3.0743,29.0
3.07435,37.0
3.0744,38.0
3.07445,38.0
3.0745,37.0
3.07455,37.0
3.0746,25.0
3.0793,34.0
3.07935,37.0
3.0794,36.0
3.07945,39.0
3.0795,45.0
3.07955,33.0
3.0796,25.0
3.0843,38.0
3.08435,33.0
3.0844,42.0
3.08445,36.0
3.0845,49.0
3.08455,30.0
3.0893,35.0
3.08935,40.0
3.0894,31.0
3.08945,33.0
3.0895,35.0
3.08955,35.0
3.0896,21.0
3.0943,39.0
3.09435,35.0
3.0944,39.0
3.09445,39.0
3.0945,40.0
3.09455,36.0
3.0946,25.0
3.09925,23.0
3.0993,33.0
3.09935,39.0
3.0994,47.0
3.09945,27.0
3.0995,31.0
3.09955,35.0
3.10425,26.0
3.1043,29.0
3.10435,36.0
3.1044,34.0
3.10445,30.0
3.1045,36.0
3.10455,37.0
3.10925,29.0
3.1093,38.0
3.10935,45.0
3.1094,36.0
3.10945,38.0
3.1095,33.0
3.10955,37.0
3.11425,24.0
3.1143,33.0
3.11435,35.0
3.1144,50.0
3.11445,39.0
3.1145,32.0
3.11455,32.0
3.11925,34.0
3.1193,42.0
3.11935,41.0
3.1194,29.0
3.11945,41.0
3.1195,34.0
3.11955,35.0
3.12425,32.0
3.1243,38.0
3.12435,40.0
3.1244,38.0
3.12445,32.0
3.1245,41.0
3.12455,27.0
3.12925,38.0
3.1293,30.0
3.12935,38.0
3.1294,35.0
3.12945,28.0
3.1295,39.0
3.12955,45.0
3.13425,42.0
3.1343,32.0
3.13435,35.0
3.1344,45.0
3.13445,40.0
3.1345,31.0
3.13455,35.0
3.13925,38.0
3.1393,48.0
3.13935,42.0
3.1394,37.0
3.13945,41.0
3.1395,39.0
3.13955,36.0
3.14425,41.0
3.1443,35.0
3.14435,34.0
3.1444,37.0
3.14445,47.0
3.1445,33.0
3.14455,30.0
3.14925,37.0
3.1493,43.0
3.14935,37.0
3.1494,47.0
3.14945,37.0
3.1495,31.0
3.14955,39.0
3.15425,42.0
3.1543,48.0
3.15435,35.0
3.1544,38.0
3.15445,45.0
3.1545,35.0
3.15455,27.0
3.15925,32.0
3.1593,37.0
3.15935,35.0
3.1594,37.0
3.15945,37.0
3.1595,44.0
3.15955,32.0
3.16425,47.0
3.1643,34.0
3.16435,31.0
3.1644,46.0
3.16445,47.0
3.1645,38.0
3.16455,28.0
3.16925,39.0
3.1693,28.0
3.16935,34.0
3.1694,32.0
3.16945,36.0
3.1695,32.0
3.16955,30.0
3.1742,23.0
3.17425,38.0
3.1743,34.0
3.17435,37.0
3.1744,29.0
3.17445,40.0
3.1745,31.0
3.17455,23.0
3.1792,26.0
3.17925,30.0
3.1793,32.0
3.17935,28.0
3.1794,35.0
3.17945,32.0
3.1795,32.0
3.17955,31.0
3.1842,27.0
3.18425,44.0
3.1843,28.0
3.18435,32.0
3.1844,29.0
3.18445,39.0
3.1845,42.0
3.18455,21.0
3.18925,29.0
3.1893,36.0
3.18935,30.0
3.1894,31.0
3.18945,36.0
3.1895,38.0
3.18955,25.0
3.19425,40.0
3.1943,27.0
3.19435,38.0
3.1944,40.0
3.19445,44.0
3.1945,43.0
3.1992,29.0
3.19925,40.0
3.1993,41.0
3.19935,37.0
3.1994,34.0
3.19945,37.0
3.1995,44.0
3.2042,29.0
3.20425,46.0
3.2043,35.0
3.20435,38.0
3.2044,33.0
3.20445,41.0
3.2045,43.0
3.2092,31.0
3.20925,36.0
3.2093,37.0
3.20935,43.0
3.2094,50.0
3.20945,43.0
3.2095,44.0
3.2142,29.0
3.21425,46.0
3.2143,38.0
3.21435,38.0
3.2144,40.0
3.21445,43.0
3.2145,40.0
3.2192,45.0
3.21925,39.0
3.2193,36.0
3.21935,37.0
3.2194,42.0
3.21945,25.0
3.2195,40.0
3.2242,25.0
3.22425,30.0
3.2243,32.0
3.22435,43.0
3.2244,42.0
3.22445,33.0
3.2245,27.0
3.2292,42.0
3.22925,49.0
3.2293,39.0
3.22935,49.0
3.2294,44.0
3.22945,42.0
3.2295,36.0
3.2342,36.0
3.23425,34.0
3.2343,44.0
3.23435,36.0
3.2344,27.0
3.23445,47.0
3.2345,31.0
3.2392,40.0
3.23925,41.0
3.2393,39.0
3.23935,39.0
3.2394,52.0
3.23945,30.0
3.2395,49.0
3.2442,32.0
3.24425,35.0
3.2443,35.0
3.24435,36.0
3.2444,49.0
3.24445,33.0
3.2445,27.0
3.2492,38.0
3.24925,45.0
3.2493,43.0
3.24935,36.0
3.2494,33.0
3.24945,39.0
3.2495,36.0
3.2542,30.0
3.25425,37.0
3.2543,26.0
3.25435,45.0
3.2544,40.0
3.25445,37.0
3.2545,34.0
3.2592,37.0
3.25925,38.0
3.2593,49.0
3.25935,44.0
3.2594,34.0
3.25945,36.0
3.2595,31.0
3.2642,29.0
3.26425,42.0
3.2643,46.0
3.26435,40.0
3.2644,38.0
3.26445,32.0
3.2645,26.0
3.2692,34.0
3.26925,37.0
3.2693,51.0
3.26935,40.0
3.2694,35.0
3.26945,39.0
3.2695,21.0
3.2742,41.0
3.27425,36.0
3.2743,31.0
3.27435,31.0
3.2744,41.0
3.27445,43.0
3.2745,28.0
3.27915,22.0
3.2792,36.0
3.27925,37.0
3.2793,36.0
3.27935,31.0
3.2794,36.0
3.27945,41.0
3.2795,26.0
3.28415,32.0
3.2842,39.0
3.28425,37.0
3.2843,30.0
3.28435,35.0
3.2844,39.0
3.28445,37.0
3.28915,24.0
3.2892,34.0
3.28925,33.0
3.2893,38.0
3.28935,39.0
3.2894,35.0
3.28945,41.0
3.2895,21.0
3.2942,39.0
3.29425,38.0
3.2943,28.0
3.29435,29.0
3.2944,32.0
3.29445,36.0
3.29915,26.0
3.2992,28.0
3.29925,42.0
3.2993,41.0
3.29935,36.0
3.2994,43.0
3.29945,30.0
3.30415,26.0
3.3042,27.0
3.30425,34.0
3.3043,35.0
3.30435,29.0
3.3044,45.0
3.30445,25.0
3.30915,37.0
3.3092,41.0
3.30925,35.0
3.3093,34.0
3.30935,33.0
3.3094,37.0
3.30945,32.0
3.31415,40.0
3.3142,34.0
3.31425,36.0
3.3143,35.0
3.31435,31.0
3.3144,33.0
3.31445,25.0
3.31915,28.0
3.3192,34.0
3.31925,40.0
3.3193,32.0
3.31935,40.0
3.3194,34.0
3.31945,32.0
3.32415,29.0
3.3242,33.0
3.32425,44.0
3.3243,28.0
3.32435,47.0
3.3244,40.0
3.32445,27.0
3.32915,28.0
3.3292,39.0
3.32925,43.0
3.3293,42.0
3.32935,44.0
3.3294,35.0
3.32945,41.0
3.33415,33.0
3.3342,38.0
3.33425,40.0
3.3343,31.0
3.33435,41.0
3.3344,35.0
